                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
    5.0140   1.4190  33.7386  0.68693E+03  0.74936E+03  0.29083E-03  0.72994E+03  0.74936E+03  0.29083E-03  0.72994E+03
    5.0140   1.4190  34.7285  0.56978E+03  0.61665E+03  0.11017E-03  0.60101E+03  0.61665E+03  0.11017E-03  0.60101E+03
    5.0140   1.4190  35.6942  0.47304E+03  0.50816E+03  0.41449E-04  0.49551E+03  0.50816E+03  0.41449E-04  0.49551E+03
    5.0140   1.4190  36.6379  0.39297E+03  0.41923E+03  0.15459E-04  0.40895E+03  0.41923E+03  0.15459E-04  0.40895E+03
    5.0140   1.4190  37.5610  0.32667E+03  0.34621E+03  0.57107E-05  0.33781E+03  0.34621E+03  0.57107E-05  0.33781E+03
    5.0140   1.4190  38.4652  0.27167E+03  0.28615E+03  0.20867E-05  0.27924E+03  0.28615E+03  0.20867E-05  0.27924E+03
    5.0140   1.4190  39.3518  0.22593E+03  0.23656E+03  0.75351E-06  0.23086E+03  0.23656E+03  0.75351E-06  0.23086E+03
    5.0140   1.4190  40.2220  0.18786E+03  0.19557E+03  0.26868E-06  0.19085E+03  0.19557E+03  0.26868E-06  0.19085E+03
    5.0140   1.4190  41.0768  0.15610E+03  0.16160E+03  0.94545E-07  0.15768E+03  0.16160E+03  0.94545E-07  0.15768E+03
    5.0140   1.4190  41.9173  0.12957E+03  0.13343E+03  0.32806E-07  0.13015E+03  0.13343E+03  0.32806E-07  0.13015E+03
    5.0140   1.3340  22.7149  0.48974E+04  0.61198E+04  0.57532E+01  0.58362E+04  0.61198E+04  0.57532E+01  0.58362E+04
    5.0140   1.3340  24.2370  0.37814E+04  0.46426E+04  0.19405E+01  0.44439E+04  0.46426E+04  0.19405E+01  0.44439E+04
    5.0140   1.3340  25.6741  0.29722E+04  0.35916E+04  0.68172E+00  0.34479E+04  0.35916E+04  0.68172E+00  0.34479E+04
    5.0140   1.3340  27.0399  0.23698E+04  0.28219E+04  0.24666E+00  0.27155E+04  0.28219E+04  0.24666E+00  0.27155E+04
    5.0140   1.3340  28.3446  0.19108E+04  0.22443E+04  0.91162E-01  0.21641E+04  0.22443E+04  0.91162E-01  0.21641E+04
    5.0140   1.3340  29.5965  0.15540E+04  0.18021E+04  0.34184E-01  0.17408E+04  0.18021E+04  0.34184E-01  0.17408E+04
    5.0140   1.3340  30.8019  0.12721E+04  0.14576E+04  0.12940E-01  0.14102E+04  0.14576E+04  0.12940E-01  0.14102E+04
    5.0140   1.3340  31.9662  0.10462E+04  0.11855E+04  0.49241E-02  0.11484E+04  0.11855E+04  0.49241E-02  0.11484E+04
    5.0140   1.3340  33.0938  0.86325E+03  0.96810E+03  0.18770E-02  0.93886E+03  0.96810E+03  0.18770E-02  0.93886E+03
    5.0140   1.3340  34.1883  0.71397E+03  0.79308E+03  0.71474E-03  0.76980E+03  0.79308E+03  0.71474E-03  0.76980E+03
    5.0140   1.3340  35.2529  0.59151E+03  0.65124E+03  0.27122E-03  0.63260E+03  0.65124E+03  0.27122E-03  0.63260E+03
    5.0140   1.3340  36.2902  0.49061E+03  0.53575E+03  0.10236E-03  0.52073E+03  0.53575E+03  0.10236E-03  0.52073E+03
    5.0140   1.3340  37.3025  0.40727E+03  0.44136E+03  0.38356E-04  0.42920E+03  0.44136E+03  0.38356E-04  0.42920E+03
    5.0140   1.3340  38.2918  0.33830E+03  0.36405E+03  0.14250E-04  0.35416E+03  0.36405E+03  0.14250E-04  0.35416E+03
    5.0140   1.3340  39.2600  0.28114E+03  0.30050E+03  0.52417E-05  0.29243E+03  0.30050E+03  0.52417E-05  0.29243E+03
    5.0140   1.3340  40.2085  0.23375E+03  0.24826E+03  0.19072E-05  0.24162E+03  0.24826E+03  0.19072E-05  0.24162E+03
    5.0140   1.3340  41.1389  0.19434E+03  0.20517E+03  0.68565E-06  0.19968E+03  0.20517E+03  0.68565E-06  0.19968E+03
    5.0140   1.3340  42.0522  0.16152E+03  0.16952E+03  0.24341E-06  0.16499E+03  0.16952E+03  0.24341E-06  0.16499E+03
    5.0140   1.3340  42.9497  0.13417E+03  0.14002E+03  0.85255E-07  0.13626E+03  0.14002E+03  0.85255E-07  0.13626E+03
    5.0140   1.3340  43.8323  0.11131E+03  0.11554E+03  0.29446E-07  0.11240E+03  0.11554E+03  0.29446E-07  0.11240E+03
    5.0140   1.2540  23.6952  0.42353E+04  0.53626E+04  0.55547E+01  0.50929E+04  0.53626E+04  0.55547E+01  0.50929E+04
    5.0140   1.2540  25.2851  0.32716E+04  0.40683E+04  0.18697E+01  0.38790E+04  0.40683E+04  0.18697E+01  0.38790E+04
    5.0140   1.2540  26.7866  0.25727E+04  0.31475E+04  0.65534E+00  0.30102E+04  0.31475E+04  0.65534E+00  0.30102E+04
    5.0140   1.2540  28.2139  0.20521E+04  0.24731E+04  0.23655E+00  0.23713E+04  0.24731E+04  0.23655E+00  0.23713E+04
    5.0140   1.2540  29.5778  0.16553E+04  0.19668E+04  0.87196E-01  0.18900E+04  0.19668E+04  0.87196E-01  0.18900E+04
    5.0140   1.2540  30.8867  0.13467E+04  0.15793E+04  0.32610E-01  0.15204E+04  0.15793E+04  0.32610E-01  0.15204E+04
    5.0140   1.2540  32.1474  0.11027E+04  0.12773E+04  0.12309E-01  0.12316E+04  0.12773E+04  0.12309E-01  0.12316E+04
    5.0140   1.2540  33.3655  0.90702E+03  0.10387E+04  0.46694E-02  0.10029E+04  0.10387E+04  0.46694E-02  0.10029E+04
    5.0140   1.2540  34.5454  0.74851E+03  0.84817E+03  0.17744E-02  0.81990E+03  0.84817E+03  0.17744E-02  0.81990E+03
    5.0140   1.2540  35.6911  0.61912E+03  0.69467E+03  0.67343E-03  0.67215E+03  0.69467E+03  0.67343E-03  0.67215E+03
    5.0140   1.2540  36.8057  0.51295E+03  0.57034E+03  0.25468E-03  0.55228E+03  0.57034E+03  0.25468E-03  0.55228E+03
    5.0140   1.2540  37.8920  0.42547E+03  0.46909E+03  0.95785E-04  0.45453E+03  0.46909E+03  0.95785E-04  0.45453E+03
    5.0140   1.2540  38.9525  0.35318E+03  0.38636E+03  0.35762E-04  0.37456E+03  0.38636E+03  0.35762E-04  0.37456E+03
    5.0140   1.2540  39.9892  0.29333E+03  0.31855E+03  0.13236E-04  0.30896E+03  0.31855E+03  0.13236E-04  0.30896E+03
    5.0140   1.2540  41.0041  0.24374E+03  0.26289E+03  0.48499E-05  0.25505E+03  0.26289E+03  0.48499E-05  0.25505E+03
    5.0140   1.2540  41.9987  0.20260E+03  0.21710E+03  0.17575E-05  0.21065E+03  0.21710E+03  0.17575E-05  0.21065E+03
    5.0140   1.2540  42.9744  0.16840E+03  0.17935E+03  0.62936E-06  0.17403E+03  0.17935E+03  0.62936E-06  0.17403E+03
    5.0140   1.2540  43.9327  0.13992E+03  0.14815E+03  0.22247E-06  0.14374E+03  0.14815E+03  0.22247E-06  0.14374E+03
    5.0140   1.2540  44.8746  0.11617E+03  0.12230E+03  0.77585E-07  0.11864E+03  0.12230E+03  0.77585E-07  0.11864E+03
    5.0140   1.2540  45.8011  0.96332E+02  0.10085E+03  0.26681E-07  0.97813E+02  0.10085E+03  0.26681E-07  0.97813E+02
    5.0140   1.1790  24.6950  0.36862E+04  0.47309E+04  0.53850E+01  0.44729E+04  0.47309E+04  0.53850E+01  0.44729E+04
    5.0140   1.1790  26.3543  0.28489E+04  0.35902E+04  0.18092E+01  0.34085E+04  0.35902E+04  0.18092E+01  0.34085E+04
    5.0140   1.1790  27.9217  0.22415E+04  0.27779E+04  0.63289E+00  0.26459E+04  0.27779E+04  0.63289E+00  0.26459E+04
    5.0140   1.1790  29.4121  0.17888E+04  0.21829E+04  0.22795E+00  0.20848E+04  0.21829E+04  0.22795E+00  0.20848E+04
    5.0140   1.1790  30.8367  0.14435E+04  0.17363E+04  0.83830E-01  0.16620E+04  0.17363E+04  0.83830E-01  0.16620E+04
    5.0140   1.1790  32.2042  0.11748E+04  0.13941E+04  0.31274E-01  0.13371E+04  0.13941E+04  0.31274E-01  0.13371E+04
    5.0140   1.1790  33.5218  0.96216E+03  0.11275E+04  0.11773E-01  0.10832E+04  0.11275E+04  0.11773E-01  0.10832E+04
    5.0140   1.1790  34.7951  0.79166E+03  0.91693E+03  0.44542E-02  0.88213E+03  0.91693E+03  0.44542E-02  0.88213E+03
    5.0140   1.1790  36.0290  0.65344E+03  0.74865E+03  0.16876E-02  0.72110E+03  0.74865E+03  0.16876E-02  0.72110E+03
    5.0140   1.1790  37.2273  0.54056E+03  0.61313E+03  0.63859E-03  0.59114E+03  0.61313E+03  0.63859E-03  0.59114E+03
    5.0140   1.1790  38.3935  0.44790E+03  0.50328E+03  0.24075E-03  0.48563E+03  0.50328E+03  0.24075E-03  0.48563E+03
    5.0140   1.1790  39.5306  0.37153E+03  0.41387E+03  0.90241E-04  0.39962E+03  0.41387E+03  0.90241E-04  0.39962E+03
    5.0140   1.1790  40.6408  0.30840E+03  0.34079E+03  0.33581E-04  0.32923E+03  0.34079E+03  0.33581E-04  0.32923E+03
    5.0140   1.1790  41.7266  0.25614E+03  0.28094E+03  0.12385E-04  0.27152E+03  0.28094E+03  0.12385E-04  0.27152E+03
    5.0140   1.1790  42.7898  0.21281E+03  0.23177E+03  0.45219E-05  0.22408E+03  0.23177E+03  0.45219E-05  0.22408E+03
    5.0140   1.1790  43.8321  0.17686E+03  0.19134E+03  0.16326E-05  0.18502E+03  0.19134E+03  0.16326E-05  0.18502E+03
    5.0140   1.1790  44.8549  0.14698E+03  0.15801E+03  0.58242E-06  0.15279E+03  0.15801E+03  0.58242E-06  0.15279E+03
    5.0140   1.1790  45.8598  0.12209E+03  0.13047E+03  0.20508E-06  0.12615E+03  0.13047E+03  0.20508E-06  0.12615E+03
    5.0140   1.1790  46.8478  0.10133E+03  0.10767E+03  0.71238E-07  0.10408E+03  0.10767E+03  0.71238E-07  0.10408E+03
    5.0140   1.1790  47.8201  0.83986E+02  0.88750E+02  0.24396E-07  0.85763E+02  0.88750E+02  0.24396E-07  0.85763E+02
    5.0140   1.1090  25.7105  0.32291E+04  0.42016E+04  0.52412E+01  0.39533E+04  0.42016E+04  0.52412E+01  0.39533E+04
    5.0140   1.1090  27.4406  0.24971E+04  0.31906E+04  0.17580E+01  0.30153E+04  0.31906E+04  0.17580E+01  0.30153E+04
    5.0140   1.1090  29.0753  0.19657E+04  0.24692E+04  0.61389E+00  0.23415E+04  0.24692E+04  0.61389E+00  0.23415E+04
    5.0140   1.1090  30.6302  0.15695E+04  0.19406E+04  0.22068E+00  0.18454E+04  0.19406E+04  0.22068E+00  0.18454E+04
    5.0140   1.1090  32.1168  0.12671E+04  0.15438E+04  0.80990E-01  0.14715E+04  0.15438E+04  0.80990E-01  0.14715E+04
    5.0140   1.1090  33.5444  0.10316E+04  0.12397E+04  0.30145E-01  0.11840E+04  0.12397E+04  0.30145E-01  0.11840E+04
    5.0140   1.1090  34.9202  0.84519E+03  0.10026E+04  0.11322E-01  0.95930E+03  0.10026E+04  0.11322E-01  0.95930E+03
    5.0140   1.1090  36.2502  0.69561E+03  0.81534E+03  0.42725E-02  0.78126E+03  0.81534E+03  0.42725E-02  0.78126E+03
    5.0140   1.1090  37.5394  0.57430E+03  0.66569E+03  0.16145E-02  0.63867E+03  0.66569E+03  0.16145E-02  0.63867E+03
    5.0140   1.1090  38.7919  0.47517E+03  0.54515E+03  0.60922E-03  0.52354E+03  0.54515E+03  0.60922E-03  0.52354E+03
    5.0140   1.1090  40.0112  0.39376E+03  0.44744E+03  0.22902E-03  0.43006E+03  0.44744E+03  0.22902E-03  0.43006E+03
    5.0140   1.1090  41.2004  0.32664E+03  0.36791E+03  0.85588E-04  0.35385E+03  0.36791E+03  0.85588E-04  0.35385E+03
    5.0140   1.1090  42.3620  0.27115E+03  0.30290E+03  0.31748E-04  0.29149E+03  0.30290E+03  0.31748E-04  0.29149E+03
    5.0140   1.1090  43.4983  0.22520E+03  0.24964E+03  0.11672E-04  0.24033E+03  0.24964E+03  0.11672E-04  0.24033E+03
    5.0140   1.1090  44.6113  0.18709E+03  0.20591E+03  0.42478E-05  0.19830E+03  0.20591E+03  0.42478E-05  0.19830E+03
    5.0140   1.1090  45.7029  0.15547E+03  0.16995E+03  0.15284E-05  0.16369E+03  0.16995E+03  0.15284E-05  0.16369E+03
    5.0140   1.1090  46.7745  0.12918E+03  0.14029E+03  0.54331E-06  0.13513E+03  0.14029E+03  0.54331E-06  0.13513E+03
    5.0140   1.1090  47.8276  0.10728E+03  0.11580E+03  0.19063E-06  0.11152E+03  0.11580E+03  0.19063E-06  0.11152E+03
    5.0140   1.1090  48.8635  0.89015E+02  0.95530E+02  0.65970E-07  0.91972E+02  0.95530E+02  0.65970E-07  0.91972E+02
    5.0140   1.1090  49.8832  0.73760E+02  0.78727E+02  0.22507E-07  0.75759E+02  0.78727E+02  0.22507E-07  0.75759E+02
    5.0140   1.0390  26.8194  0.28197E+04  0.37245E+04  0.51112E+01  0.34849E+04  0.37245E+04  0.51112E+01  0.34849E+04
    5.0140   1.0390  28.6271  0.21818E+04  0.28309E+04  0.17118E+01  0.26613E+04  0.28309E+04  0.17118E+01  0.26613E+04
    5.0140   1.0390  30.3358  0.17186E+04  0.21914E+04  0.59674E+00  0.20675E+04  0.21914E+04  0.59674E+00  0.20675E+04
    5.0140   1.0390  31.9615  0.13729E+04  0.17227E+04  0.21413E+00  0.16301E+04  0.17227E+04  0.21413E+00  0.16301E+04
    5.0140   1.0390  33.5164  0.11090E+04  0.13707E+04  0.78428E-01  0.13002E+04  0.13707E+04  0.78428E-01  0.13002E+04
    5.0140   1.0390  35.0101  0.90328E+03  0.11009E+04  0.29129E-01  0.10464E+04  0.11009E+04  0.29129E-01  0.10464E+04
    5.0140   1.0390  36.4501  0.74032E+03  0.89046E+03  0.10915E-01  0.84796E+03  0.89046E+03  0.10915E-01  0.84796E+03
    5.0140   1.0390  37.8427  0.60949E+03  0.72414E+03  0.41089E-02  0.69063E+03  0.72414E+03  0.41089E-02  0.69063E+03
    5.0140   1.0390  39.1930  0.50334E+03  0.59126E+03  0.15487E-02  0.56461E+03  0.59126E+03  0.15487E-02  0.56461E+03
    5.0140   1.0390  40.5053  0.41655E+03  0.48419E+03  0.58285E-03  0.46284E+03  0.48419E+03  0.58285E-03  0.46284E+03
    5.0140   1.0390  41.7834  0.34523E+03  0.39740E+03  0.21848E-03  0.38019E+03  0.39740E+03  0.21848E-03  0.38019E+03
    5.0140   1.0390  43.0303  0.28642E+03  0.32671E+03  0.81415E-04  0.31277E+03  0.32671E+03  0.81415E-04  0.31277E+03
    5.0140   1.0390  44.2488  0.23778E+03  0.26896E+03  0.30109E-04  0.25761E+03  0.26896E+03  0.30109E-04  0.25761E+03
    5.0140   1.0390  45.4413  0.19748E+03  0.22162E+03  0.11034E-04  0.21236E+03  0.22162E+03  0.11034E-04  0.21236E+03
    5.0140   1.0390  46.6098  0.16406E+03  0.18277E+03  0.40023E-05  0.17517E+03  0.18277E+03  0.40023E-05  0.17517E+03
    5.0140   1.0390  47.7562  0.13632E+03  0.15081E+03  0.14353E-05  0.14456E+03  0.15081E+03  0.14353E-05  0.14456E+03
    5.0140   1.0390  48.8821  0.11326E+03  0.12449E+03  0.50844E-06  0.11932E+03  0.12449E+03  0.50844E-06  0.11932E+03
    5.0140   1.0390  49.9890  0.94035E+02  0.10270E+03  0.17777E-06  0.98422E+02  0.10270E+03  0.17777E-06  0.98422E+02
    5.0140   1.0390  51.0783  0.78003E+02  0.84688E+02  0.61296E-07  0.81134E+02  0.84688E+02  0.61296E-07  0.81134E+02
    5.0140   1.0390  52.1511  0.64609E+02  0.69760E+02  0.20833E-07  0.66797E+02  0.69760E+02  0.20833E-07  0.66797E+02
    5.0140   0.9740  27.9474  0.24778E+04  0.33231E+04  0.50034E+01  0.30909E+04  0.33231E+04  0.50034E+01  0.30909E+04
    5.0140   0.9740  29.8345  0.19185E+04  0.25286E+04  0.16735E+01  0.23637E+04  0.25286E+04  0.16735E+01  0.23637E+04
    5.0140   0.9740  31.6189  0.15121E+04  0.19583E+04  0.58253E+00  0.18375E+04  0.19583E+04  0.58253E+00  0.18375E+04
    5.0140   0.9740  33.3172  0.12087E+04  0.15400E+04  0.20870E+00  0.14494E+04  0.15400E+04  0.20870E+00  0.14494E+04
    5.0140   0.9740  34.9421  0.97680E+03  0.12256E+04  0.76307E-01  0.11565E+04  0.12256E+04  0.76307E-01  0.11565E+04
    5.0140   0.9740  36.5037  0.79598E+03  0.98453E+03  0.28287E-01  0.93100E+03  0.98453E+03  0.28287E-01  0.93100E+03
    5.0140   0.9740  38.0096  0.65263E+03  0.79650E+03  0.10578E-01  0.75457E+03  0.79650E+03  0.10578E-01  0.75457E+03
    5.0140   0.9740  39.4666  0.53747E+03  0.64779E+03  0.39736E-02  0.61464E+03  0.64779E+03  0.39736E-02  0.61464E+03
    5.0140   0.9740  40.8799  0.44398E+03  0.52895E+03  0.14943E-02  0.50253E+03  0.52895E+03  0.14943E-02  0.50253E+03
    5.0140   0.9740  42.2540  0.36752E+03  0.43319E+03  0.56097E-03  0.41197E+03  0.43319E+03  0.56097E-03  0.41197E+03
    5.0140   0.9740  43.5927  0.30465E+03  0.35554E+03  0.20975E-03  0.33839E+03  0.35554E+03  0.20975E-03  0.33839E+03
    5.0140   0.9740  44.8993  0.25278E+03  0.29231E+03  0.77959E-04  0.27839E+03  0.29231E+03  0.77959E-04  0.27839E+03
    5.0140   0.9740  46.1767  0.20988E+03  0.24060E+03  0.28751E-04  0.22926E+03  0.24060E+03  0.28751E-04  0.22926E+03
    5.0140   0.9740  47.4274  0.17432E+03  0.19824E+03  0.10506E-04  0.18896E+03  0.19824E+03  0.10506E-04  0.18896E+03
    5.0140   0.9740  48.6534  0.14482E+03  0.16346E+03  0.37997E-05  0.15584E+03  0.16346E+03  0.37997E-05  0.15584E+03
    5.0140   0.9740  49.8568  0.12032E+03  0.13485E+03  0.13584E-05  0.12857E+03  0.13485E+03  0.13584E-05  0.12857E+03
    5.0140   0.9740  51.0392  0.99952E+02  0.11127E+03  0.47970E-06  0.10608E+03  0.11127E+03  0.47970E-06  0.10608E+03
    5.0140   0.9740  52.2022  0.82980E+02  0.91798E+02  0.16717E-06  0.87492E+02  0.91798E+02  0.16717E-06  0.87492E+02
    5.0140   0.9740  53.3471  0.68814E+02  0.75661E+02  0.57455E-07  0.72083E+02  0.75661E+02  0.57455E-07  0.72083E+02
    5.0140   0.9740  54.4753  0.56984E+02  0.62305E+02  0.19461E-07  0.59320E+02  0.62305E+02  0.19461E-07  0.59320E+02
    5.0140   0.9190  28.9886  0.22145E+04  0.30120E+04  0.49226E+01  0.27856E+04  0.30120E+04  0.49226E+01  0.27856E+04
    5.0140   0.9190  30.9494  0.17157E+04  0.22942E+04  0.16448E+01  0.21330E+04  0.22942E+04  0.16448E+01  0.21330E+04
    5.0140   0.9190  32.8040  0.13530E+04  0.17781E+04  0.57191E+00  0.16596E+04  0.17781E+04  0.57191E+00  0.16596E+04
    5.0140   0.9190  34.5699  0.10821E+04  0.13986E+04  0.20462E+00  0.13096E+04  0.13986E+04  0.20462E+00  0.13096E+04
    5.0140   0.9190  36.2600  0.87489E+03  0.11134E+04  0.74714E-01  0.10452E+04  0.11134E+04  0.74714E-01  0.10452E+04
    5.0140   0.9190  37.8848  0.71323E+03  0.89463E+03  0.27655E-01  0.84170E+03  0.89463E+03  0.27655E-01  0.84170E+03
    5.0140   0.9190  39.4523  0.58499E+03  0.72387E+03  0.10325E-01  0.68232E+03  0.72387E+03  0.10325E-01  0.68232E+03
    5.0140   0.9190  40.9694  0.48191E+03  0.58884E+03  0.38717E-02  0.55590E+03  0.58884E+03  0.38717E-02  0.55590E+03
    5.0140   0.9190  42.4415  0.39820E+03  0.48087E+03  0.14533E-02  0.45455E+03  0.48087E+03  0.14533E-02  0.45455E+03
    5.0140   0.9190  43.8734  0.32969E+03  0.39385E+03  0.54454E-03  0.37266E+03  0.39385E+03  0.54454E-03  0.37266E+03
    5.0140   0.9190  45.2690  0.27334E+03  0.32326E+03  0.20319E-03  0.30611E+03  0.32326E+03  0.20319E-03  0.30611E+03
    5.0140   0.9190  46.6317  0.22683E+03  0.26578E+03  0.75351E-04  0.25183E+03  0.26578E+03  0.75351E-04  0.25183E+03
    5.0140   0.9190  47.9645  0.18835E+03  0.21878E+03  0.27725E-04  0.20738E+03  0.21878E+03  0.27725E-04  0.20738E+03
    5.0140   0.9190  49.2698  0.15645E+03  0.18024E+03  0.10108E-04  0.17090E+03  0.18024E+03  0.10108E-04  0.17090E+03
    5.0140   0.9190  50.5500  0.12998E+03  0.14861E+03  0.36470E-05  0.14093E+03  0.14861E+03  0.36470E-05  0.14093E+03
    5.0140   0.9190  51.8071  0.10799E+03  0.12258E+03  0.13006E-05  0.11624E+03  0.12258E+03  0.13006E-05  0.11624E+03
    5.0140   0.9190  53.0429  0.89699E+02  0.10113E+03  0.45807E-06  0.95879E+02  0.10113E+03  0.45807E-06  0.95879E+02
    5.0140   0.9190  54.2589  0.74456E+02  0.83403E+02  0.15921E-06  0.79045E+02  0.83403E+02  0.15921E-06  0.79045E+02
    5.0140   0.9190  55.4567  0.61742E+02  0.68743E+02  0.54562E-07  0.65116E+02  0.68743E+02  0.54562E-07  0.65116E+02
    5.0140   0.9190  56.6374  0.51115E+02  0.56589E+02  0.18429E-07  0.53564E+02  0.56589E+02  0.18429E-07  0.53564E+02
    5.0140   0.8640  30.1229  0.19731E+04  0.27247E+04  0.48520E+01  0.25037E+04  0.27247E+04  0.48520E+01  0.25037E+04
    5.0140   0.8640  32.1643  0.15296E+04  0.20776E+04  0.16197E+01  0.19197E+04  0.20776E+04  0.16197E+01  0.19197E+04
    5.0140   0.8640  34.0961  0.12070E+04  0.16118E+04  0.56258E+00  0.14955E+04  0.16118E+04  0.56258E+00  0.14955E+04
    5.0140   0.8640  35.9360  0.96582E+03  0.12684E+04  0.20107E+00  0.11806E+04  0.12684E+04  0.20107E+00  0.11806E+04
    5.0140   0.8640  37.6978  0.78128E+03  0.10101E+04  0.73320E-01  0.94271E+03  0.10101E+04  0.73320E-01  0.94271E+03
    5.0140   0.8640  39.3921  0.63720E+03  0.81182E+03  0.27102E-01  0.75937E+03  0.81182E+03  0.27102E-01  0.75937E+03
    5.0140   0.8640  41.0275  0.52282E+03  0.65704E+03  0.10103E-01  0.61575E+03  0.65704E+03  0.10103E-01  0.61575E+03
    5.0140   0.8640  42.6109  0.43084E+03  0.53459E+03  0.37822E-02  0.50177E+03  0.53459E+03  0.37822E-02  0.50177E+03
    5.0140   0.8640  44.1480  0.35610E+03  0.43666E+03  0.14173E-02  0.41036E+03  0.43666E+03  0.14173E-02  0.41036E+03
    5.0140   0.8640  45.6438  0.29491E+03  0.35768E+03  0.53004E-03  0.33645E+03  0.35768E+03  0.53004E-03  0.33645E+03
    5.0140   0.8640  47.1024  0.24454E+03  0.29362E+03  0.19738E-03  0.27640E+03  0.29362E+03  0.19738E-03  0.27640E+03
    5.0140   0.8640  48.5272  0.20297E+03  0.24142E+03  0.73048E-04  0.22738E+03  0.24142E+03  0.73048E-04  0.22738E+03
    5.0140   0.8640  49.9214  0.16855E+03  0.19875E+03  0.26820E-04  0.18725E+03  0.19875E+03  0.26820E-04  0.18725E+03
    5.0140   0.8640  51.2875  0.14002E+03  0.16374E+03  0.97566E-05  0.15430E+03  0.16374E+03  0.97566E-05  0.15430E+03
    5.0140   0.8640  52.6281  0.11633E+03  0.13500E+03  0.35115E-05  0.12721E+03  0.13500E+03  0.35115E-05  0.12721E+03
    5.0140   0.8640  53.9451  0.96648E+02  0.11135E+03  0.12493E-05  0.10491E+03  0.11135E+03  0.12493E-05  0.10491E+03
    5.0140   0.8640  55.2404  0.80278E+02  0.91852E+02  0.43891E-06  0.86513E+02  0.91852E+02  0.43891E-06  0.86513E+02
    5.0140   0.8640  56.5157  0.66628E+02  0.75739E+02  0.15215E-06  0.71301E+02  0.75739E+02  0.15215E-06  0.71301E+02
    5.0140   0.8640  57.7725  0.55239E+02  0.62408E+02  0.52006E-07  0.58712E+02  0.62408E+02  0.52006E-07  0.58712E+02
    5.0140   0.8640  59.0122  0.45722E+02  0.51364E+02  0.17517E-07  0.48278E+02  0.51364E+02  0.17517E-07  0.48278E+02
    5.0140   0.7990  31.6055  0.17133E+04  0.24132E+04  0.47834E+01  0.21983E+04  0.24132E+04  0.47834E+01  0.21983E+04
    5.0140   0.7990  33.7531  0.13293E+04  0.18424E+04  0.15953E+01  0.16881E+04  0.18424E+04  0.15953E+01  0.16881E+04
    5.0140   0.7990  35.7864  0.10497E+04  0.14316E+04  0.55351E+00  0.13175E+04  0.14316E+04  0.55351E+00  0.13175E+04
    5.0140   0.7990  37.7242  0.84057E+03  0.11275E+04  0.19758E+00  0.10410E+04  0.11275E+04  0.19758E+00  0.10410E+04
    5.0140   0.7990  39.5806  0.68038E+03  0.89830E+03  0.71955E-01  0.83171E+03  0.89830E+03  0.71955E-01  0.83171E+03
    5.0140   0.7990  41.3670  0.55522E+03  0.72230E+03  0.26558E-01  0.67027E+03  0.72230E+03  0.26558E-01  0.67027E+03
    5.0140   0.7990  43.0923  0.45578E+03  0.58483E+03  0.98840E-02  0.54370E+03  0.58483E+03  0.98840E-02  0.54370E+03
    5.0140   0.7990  44.7637  0.37574E+03  0.47600E+03  0.36938E-02  0.44319E+03  0.47600E+03  0.36938E-02  0.44319E+03
    5.0140   0.7990  46.3873  0.31067E+03  0.38894E+03  0.13815E-02  0.36255E+03  0.38894E+03  0.13815E-02  0.36255E+03
    5.0140   0.7990  47.9682  0.25737E+03  0.31869E+03  0.51561E-03  0.29732E+03  0.31869E+03  0.51561E-03  0.29732E+03
    5.0140   0.7990  49.5107  0.21347E+03  0.26167E+03  0.19160E-03  0.24427E+03  0.26167E+03  0.19160E-03  0.24427E+03
    5.0140   0.7990  51.0185  0.17721E+03  0.21520E+03  0.70749E-04  0.20097E+03  0.21520E+03  0.70749E-04  0.20097E+03
    5.0140   0.7990  52.4949  0.14719E+03  0.17719E+03  0.25915E-04  0.16550E+03  0.17719E+03  0.25915E-04  0.16550E+03
    5.0140   0.7990  53.9427  0.12228E+03  0.14601E+03  0.94027E-05  0.13638E+03  0.14601E+03  0.94027E-05  0.13638E+03
    5.0140   0.7990  55.3642  0.10160E+03  0.12039E+03  0.33756E-05  0.11243E+03  0.12039E+03  0.33756E-05  0.11243E+03
    5.0140   0.7990  56.7618  0.84412E+02  0.99291E+02  0.11977E-05  0.92691E+02  0.99291E+02  0.11977E-05  0.92691E+02
    5.0140   0.7990  58.1374  0.70107E+02  0.81898E+02  0.41959E-06  0.76413E+02  0.81898E+02  0.41959E-06  0.76413E+02
    5.0140   0.7990  59.4928  0.58182E+02  0.67527E+02  0.14503E-06  0.62958E+02  0.67527E+02  0.14503E-06  0.62958E+02
    5.0140   0.7990  60.8296  0.48231E+02  0.55635E+02  0.49423E-07  0.51822E+02  0.55635E+02  0.49423E-07  0.51822E+02
    5.0140   0.7990  62.1491  0.39912E+02  0.45780E+02  0.16597E-07  0.42592E+02  0.45780E+02  0.16597E-07  0.42592E+02
