 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   1.5990  25.9748   0.2527   1.6197  0.21685E+02  0.21684E+02  0.76927E-03  0.24620E+02  0.11206E-01  0.98604E+00  0.23623E+02  0.10000E+01
    5.0140   1.5990  27.0268   0.2732   1.7511  0.17919E+02  0.17919E+02  0.72847E-03  0.20116E+02  0.70022E-02  0.75054E+00  0.19359E+02  0.10000E+01
    5.0140   1.5990  28.0422   0.2937   1.8825  0.14888E+02  0.14887E+02  0.69242E-03  0.16541E+02  0.44557E-02  0.57758E+00  0.15959E+02  0.10000E+01
    5.0140   1.5990  29.0250   0.3142   2.0138  0.12423E+02  0.12423E+02  0.65849E-03  0.13674E+02  0.28871E-02  0.44964E+00  0.13221E+02  0.10000E+01
    5.0140   1.5990  29.9782   0.3347   2.1452  0.10406E+02  0.10406E+02  0.62439E-03  0.11354E+02  0.18966E-02  0.35279E+00  0.10999E+02  0.10000E+01
    5.0140   1.5990  30.9047   0.3552   2.2766  0.87492E+01  0.87486E+01  0.59745E-03  0.94672E+01  0.12604E-02  0.27951E+00  0.91865E+01  0.10000E+01
    5.0140   1.5990  31.8069   0.3757   2.4080  0.73904E+01  0.73899E+01  0.57323E-03  0.79279E+01  0.84469E-03  0.22153E+00  0.77056E+01  0.10000E+01
    5.0140   1.5990  32.6867   0.3962   2.5393  0.62523E+01  0.62518E+01  0.54700E-03  0.66496E+01  0.57130E-03  0.17745E+00  0.64715E+01  0.10000E+01
    5.0140   1.5990  33.5459   0.4167   2.6707  0.52481E+01  0.52476E+01  0.52419E-03  0.55500E+01  0.39027E-03  0.14276E+00  0.54068E+01  0.10000E+01
    5.0140   1.5990  34.3861   0.4372   2.8021  0.44207E+01  0.44202E+01  0.50348E-03  0.46479E+01  0.26951E-03  0.11540E+00  0.45322E+01  0.10000E+01
    5.0140   1.5990  35.2087   0.4577   2.9334  0.37370E+01  0.37365E+01  0.48840E-03  0.39049E+01  0.18824E-03  0.93584E-01  0.38111E+01  0.10000E+01
    5.0140   1.5990  36.0148   0.4782   3.0648  0.31731E+01  0.31726E+01  0.47026E-03  0.32917E+01  0.13274E-03  0.76401E-01  0.32152E+01  0.10000E+01
    5.0140   1.5990  36.8057   0.4987   3.1962  0.26703E+01  0.26698E+01  0.45918E-03  0.27554E+01  0.94364E-04  0.62413E-01  0.26929E+01  0.10000E+01
    5.0140   1.5990  37.5822   0.5192   3.3275  0.22406E+01  0.22401E+01  0.45031E-03  0.23031E+01  0.67220E-04  0.51275E-01  0.22517E+01  0.10000E+01
    5.0140   1.5990  38.3453   0.5397   3.4589  0.18894E+01  0.18889E+01  0.44180E-03  0.19331E+01  0.48035E-04  0.42274E-01  0.18908E+01  0.10000E+01
    5.0140   1.5090  22.2133   0.1707   1.1231  0.43796E+02  0.43795E+02  0.77102E-03  0.53344E+02  0.91510E-01  0.32622E+01  0.49990E+02  0.10000E+01
    5.0140   1.5090  23.5269   0.1912   1.2579  0.34778E+02  0.34777E+02  0.72435E-03  0.41592E+02  0.51147E-01  0.23025E+01  0.39238E+02  0.10000E+01
    5.0140   1.5090  24.7747   0.2117   1.3927  0.28000E+02  0.27999E+02  0.68119E-03  0.32960E+02  0.29692E-01  0.16738E+01  0.31256E+02  0.10000E+01
    5.0140   1.5090  25.9663   0.2322   1.5276  0.22789E+02  0.22788E+02  0.64072E-03  0.26446E+02  0.17698E-01  0.12393E+01  0.25189E+02  0.10000E+01
    5.0140   1.5090  27.1090   0.2527   1.6624  0.18708E+02  0.18708E+02  0.61093E-03  0.21432E+02  0.10811E-01  0.93096E+00  0.20490E+02  0.10000E+01
    5.0140   1.5090  28.2088   0.2732   1.7972  0.15463E+02  0.15463E+02  0.57777E-03  0.17503E+02  0.67353E-02  0.70805E+00  0.16789E+02  0.10000E+01
    5.0140   1.5090  29.2705   0.2937   1.9321  0.12851E+02  0.12850E+02  0.54810E-03  0.14394E+02  0.42803E-02  0.54580E+00  0.13843E+02  0.10000E+01
    5.0140   1.5090  30.2983   0.3142   2.0669  0.10724E+02  0.10724E+02  0.51761E-03  0.11895E+02  0.27652E-02  0.42501E+00  0.11467E+02  0.10000E+01
    5.0140   1.5090  31.2955   0.3347   2.2017  0.89815E+01  0.89810E+01  0.49376E-03  0.98721E+01  0.18157E-02  0.33302E+00  0.95373E+01  0.10000E+01
    5.0140   1.5090  32.2648   0.3552   2.3366  0.75464E+01  0.75460E+01  0.47500E-03  0.82244E+01  0.12065E-02  0.26309E+00  0.79601E+01  0.10000E+01
    5.0140   1.5090  33.2089   0.3757   2.4714  0.63643E+01  0.63639E+01  0.45237E-03  0.68782E+01  0.80854E-03  0.20909E+00  0.66683E+01  0.10000E+01
    5.0140   1.5090  34.1298   0.3962   2.6062  0.53910E+01  0.53906E+01  0.43111E-03  0.57742E+01  0.54678E-03  0.16720E+00  0.56065E+01  0.10000E+01
    5.0140   1.5090  35.0293   0.4167   2.7411  0.45370E+01  0.45366E+01  0.41272E-03  0.48267E+01  0.37294E-03  0.13456E+00  0.46917E+01  0.10000E+01
    5.0140   1.5090  35.9091   0.4372   2.8759  0.38133E+01  0.38129E+01  0.39871E-03  0.40339E+01  0.25719E-03  0.10857E+00  0.39251E+01  0.10000E+01
    5.0140   1.5090  36.7707   0.4577   3.0107  0.32178E+01  0.32174E+01  0.38352E-03  0.33833E+01  0.17921E-03  0.87882E-01  0.32953E+01  0.10000E+01
    5.0140   1.5090  37.6152   0.4782   3.1456  0.27257E+01  0.27253E+01  0.36968E-03  0.28465E+01  0.12618E-03  0.71540E-01  0.27749E+01  0.10000E+01
    5.0140   1.5090  38.4439   0.4987   3.2804  0.23038E+01  0.23034E+01  0.36281E-03  0.23898E+01  0.89746E-04  0.58357E-01  0.23313E+01  0.10000E+01
    5.0140   1.5090  39.2578   0.5192   3.4153  0.19280E+01  0.19277E+01  0.35303E-03  0.19925E+01  0.64375E-04  0.47756E-01  0.19447E+01  0.10000E+01
    5.0140   1.5090  40.0577   0.5397   3.5501  0.16215E+01  0.16212E+01  0.34597E-03  0.16683E+01  0.46053E-04  0.39360E-01  0.16289E+01  0.10000E+01
    5.0140   1.4190  21.7564   0.1502   1.0136  0.48284E+02  0.48283E+02  0.64776E-03  0.60839E+02  0.16675E+00  0.44720E+01  0.56200E+02  0.10000E+01
    5.0140   1.4190  23.2125   0.1707   1.1519  0.37681E+02  0.37681E+02  0.61210E-03  0.46473E+02  0.89425E-01  0.30868E+01  0.43297E+02  0.10000E+01
    5.0140   1.4190  24.5870   0.1912   1.2902  0.29932E+02  0.29932E+02  0.57357E-03  0.36224E+02  0.49804E-01  0.21858E+01  0.33989E+02  0.10000E+01
    5.0140   1.4190  25.8929   0.2117   1.4285  0.24106E+02  0.24105E+02  0.53818E-03  0.28693E+02  0.28910E-01  0.15873E+01  0.27077E+02  0.10000E+01
    5.0140   1.4190  27.1402   0.2322   1.5668  0.19625E+02  0.19625E+02  0.51369E-03  0.23015E+02  0.17193E-01  0.11754E+01  0.21822E+02  0.10000E+01
    5.0140   1.4190  28.3366   0.2527   1.7051  0.16115E+02  0.16115E+02  0.48514E-03  0.18642E+02  0.10496E-01  0.88374E+00  0.17748E+02  0.10000E+01
    5.0140   1.4190  29.4884   0.2732   1.8434  0.13324E+02  0.13323E+02  0.45822E-03  0.15230E+02  0.65215E-02  0.67331E+00  0.14550E+02  0.10000E+01
    5.0140   1.4190  30.6006   0.2937   1.9817  0.11075E+02  0.11075E+02  0.43114E-03  0.12519E+02  0.41383E-02  0.51954E+00  0.11996E+02  0.10000E+01
    5.0140   1.4190  31.6775   0.3142   2.1200  0.92445E+01  0.92441E+01  0.40994E-03  0.10343E+02  0.26651E-02  0.40371E+00  0.99369E+01  0.10000E+01
    5.0140   1.4190  32.7225   0.3347   2.2583  0.77424E+01  0.77420E+01  0.39313E-03  0.85818E+01  0.17487E-02  0.31711E+00  0.82629E+01  0.10000E+01
    5.0140   1.4190  33.7386   0.3552   2.3966  0.65033E+01  0.65029E+01  0.37262E-03  0.71457E+01  0.11614E-02  0.25055E+00  0.68940E+01  0.10000E+01
    5.0140   1.4190  34.7285   0.3757   2.5349  0.54789E+01  0.54785E+01  0.35703E-03  0.59689E+01  0.77907E-03  0.19863E+00  0.57695E+01  0.10000E+01
    5.0140   1.4190  35.6942   0.3962   2.6732  0.46350E+01  0.46347E+01  0.33987E-03  0.50062E+01  0.52698E-03  0.15915E+00  0.48466E+01  0.10000E+01
    5.0140   1.4190  36.6379   0.4167   2.8115  0.39174E+01  0.39170E+01  0.32721E-03  0.41960E+01  0.35944E-03  0.12776E+00  0.40679E+01  0.10000E+01
    5.0140   1.4190  37.5610   0.4372   2.9498  0.32880E+01  0.32877E+01  0.31368E-03  0.35022E+01  0.24742E-03  0.10315E+00  0.33988E+01  0.10000E+01
    5.0140   1.4190  38.4652   0.4577   3.0880  0.27700E+01  0.27697E+01  0.30158E-03  0.29328E+01  0.17212E-03  0.83607E-01  0.28490E+01  0.10000E+01
    5.0140   1.4190  39.3518   0.4782   3.2263  0.23411E+01  0.23408E+01  0.29068E-03  0.24627E+01  0.12096E-03  0.67785E-01  0.23947E+01  0.10000E+01
    5.0140   1.4190  40.2220   0.4987   3.3646  0.19833E+01  0.19830E+01  0.28477E-03  0.20707E+01  0.85972E-04  0.55276E-01  0.20154E+01  0.10000E+01
    5.0140   1.4190  41.0768   0.5192   3.5029  0.16590E+01  0.16587E+01  0.27694E-03  0.17250E+01  0.61780E-04  0.45187E-01  0.16798E+01  0.10000E+01
    5.0140   1.4190  41.9173   0.5397   3.6412  0.13919E+01  0.13916E+01  0.27098E-03  0.14409E+01  0.44550E-04  0.37027E-01  0.14038E+01  0.10000E+01
    5.0140   1.3340  22.7149   0.1502   1.0376  0.41787E+02  0.41786E+02  0.52502E-03  0.53398E+02  0.16400E+00  0.42571E+01  0.48977E+02  0.10000E+01
    5.0140   1.3340  24.2370   0.1707   1.1791  0.32624E+02  0.32623E+02  0.49061E-03  0.40784E+02  0.88013E-01  0.29537E+01  0.37742E+02  0.10000E+01
    5.0140   1.3340  25.6741   0.1912   1.3207  0.25925E+02  0.25924E+02  0.46297E-03  0.31771E+02  0.48984E-01  0.20884E+01  0.29633E+02  0.10000E+01
    5.0140   1.3340  27.0399   0.2117   1.4623  0.20886E+02  0.20885E+02  0.43717E-03  0.25156E+02  0.28357E-01  0.15184E+01  0.23610E+02  0.10000E+01
    5.0140   1.3340  28.3446   0.2322   1.6038  0.17009E+02  0.17008E+02  0.40969E-03  0.20172E+02  0.16861E-01  0.11250E+01  0.19030E+02  0.10000E+01
    5.0140   1.3340  29.5965   0.2527   1.7454  0.13970E+02  0.13970E+02  0.38649E-03  0.16342E+02  0.10269E-01  0.85000E+00  0.15482E+02  0.10000E+01
    5.0140   1.3340  30.8019   0.2732   1.8870  0.11553E+02  0.11553E+02  0.36527E-03  0.13343E+02  0.63770E-02  0.64727E+00  0.12690E+02  0.10000E+01
    5.0140   1.3340  31.9662   0.2937   2.0285  0.96060E+01  0.96057E+01  0.34573E-03  0.10967E+02  0.40338E-02  0.49976E+00  0.10463E+02  0.10000E+01
    5.0140   1.3340  33.0938   0.3142   2.1701  0.80202E+01  0.80199E+01  0.33072E-03  0.90588E+01  0.25955E-02  0.38868E+00  0.86675E+01  0.10000E+01
    5.0140   1.3340  34.1883   0.3347   2.3117  0.67181E+01  0.67177E+01  0.31462E-03  0.75138E+01  0.16977E-02  0.30490E+00  0.72072E+01  0.10000E+01
    5.0140   1.3340  35.2529   0.3552   2.4532  0.56424E+01  0.56421E+01  0.29779E-03  0.62541E+01  0.11279E-02  0.24134E+00  0.60116E+01  0.10000E+01
    5.0140   1.3340  36.2902   0.3757   2.5948  0.47508E+01  0.47505E+01  0.28511E-03  0.52209E+01  0.75704E-03  0.19196E+00  0.50281E+01  0.10000E+01
    5.0140   1.3340  37.3025   0.3962   2.7364  0.40135E+01  0.40132E+01  0.27118E-03  0.43729E+01  0.51261E-03  0.15339E+00  0.42190E+01  0.10000E+01
    5.0140   1.3340  38.2918   0.4167   2.8779  0.34004E+01  0.34001E+01  0.26082E-03  0.36713E+01  0.34981E-03  0.12302E+00  0.35480E+01  0.10000E+01
    5.0140   1.3340  39.2600   0.4372   3.0195  0.28560E+01  0.28558E+01  0.24980E-03  0.30645E+01  0.24059E-03  0.99292E-01  0.29649E+01  0.10000E+01
    5.0140   1.3340  40.2085   0.4577   3.1611  0.24021E+01  0.24018E+01  0.24035E-03  0.25621E+01  0.16716E-03  0.80271E-01  0.24816E+01  0.10000E+01
    5.0140   1.3340  41.1389   0.4782   3.3026  0.20267E+01  0.20265E+01  0.23439E-03  0.21480E+01  0.11720E-03  0.65091E-01  0.20827E+01  0.10000E+01
    5.0140   1.3340  42.0522   0.4987   3.4442  0.17163E+01  0.17161E+01  0.22628E-03  0.18054E+01  0.83225E-04  0.52993E-01  0.17523E+01  0.10000E+01
    5.0140   1.3340  42.9497   0.5192   3.5858  0.14384E+01  0.14382E+01  0.22155E-03  0.15054E+01  0.59838E-04  0.43242E-01  0.14621E+01  0.10000E+01
    5.0140   1.3340  43.8323   0.5397   3.7273  0.12043E+01  0.12041E+01  0.21818E-03  0.12550E+01  0.43444E-04  0.35411E-01  0.12196E+01  0.10000E+01
    5.0140   1.2540  23.6952   0.1502   1.0601  0.36387E+02  0.36386E+02  0.42984E-03  0.47201E+02  0.16297E+00  0.40854E+01  0.42953E+02  0.10000E+01
    5.0140   1.2540  25.2851   0.1707   1.2048  0.28420E+02  0.28419E+02  0.40447E-03  0.36031E+02  0.87208E-01  0.28268E+01  0.33117E+02  0.10000E+01
    5.0140   1.2540  26.7866   0.1912   1.3494  0.22593E+02  0.22593E+02  0.38091E-03  0.28062E+02  0.48580E-01  0.20129E+01  0.26001E+02  0.10000E+01
    5.0140   1.2540  28.2139   0.2117   1.4941  0.18208E+02  0.18208E+02  0.35588E-03  0.22212E+02  0.28011E-01  0.14657E+01  0.20718E+02  0.10000E+01
    5.0140   1.2540  29.5778   0.2322   1.6387  0.14833E+02  0.14832E+02  0.33297E-03  0.17807E+02  0.16663E-01  0.10895E+01  0.16701E+02  0.10000E+01
    5.0140   1.2540  30.8867   0.2527   1.7834  0.12187E+02  0.12186E+02  0.31426E-03  0.14421E+02  0.10121E-01  0.82212E+00  0.13588E+02  0.10000E+01
    5.0140   1.2540  32.1474   0.2732   1.9280  0.10081E+02  0.10081E+02  0.29665E-03  0.11772E+02  0.62868E-02  0.62720E+00  0.11139E+02  0.10000E+01
    5.0140   1.2540  33.3655   0.2937   2.0726  0.83837E+01  0.83834E+01  0.28440E-03  0.96727E+01  0.39648E-02  0.48426E+00  0.91845E+01  0.10000E+01
    5.0140   1.2540  34.5454   0.3142   2.2173  0.70016E+01  0.70013E+01  0.26802E-03  0.79884E+01  0.25492E-02  0.37809E+00  0.76078E+01  0.10000E+01
    5.0140   1.2540  35.6911   0.3347   2.3619  0.58659E+01  0.58657E+01  0.25464E-03  0.66256E+01  0.16624E-02  0.29675E+00  0.63272E+01  0.10000E+01
    5.0140   1.2540  36.8057   0.3552   2.5066  0.49268E+01  0.49266E+01  0.24082E-03  0.55130E+01  0.11041E-02  0.23506E+00  0.52768E+01  0.10000E+01
    5.0140   1.2540  37.8920   0.3757   2.6512  0.41473E+01  0.41471E+01  0.23032E-03  0.46001E+01  0.74135E-03  0.18702E+00  0.44124E+01  0.10000E+01
    5.0140   1.2540  38.9525   0.3962   2.7959  0.35000E+01  0.34998E+01  0.22039E-03  0.38484E+01  0.50287E-03  0.14939E+00  0.36985E+01  0.10000E+01
    5.0140   1.2540  39.9892   0.4167   2.9405  0.29654E+01  0.29651E+01  0.21034E-03  0.32307E+01  0.34354E-03  0.11981E+00  0.31106E+01  0.10000E+01
    5.0140   1.2540  41.0041   0.4372   3.0851  0.24979E+01  0.24977E+01  0.20157E-03  0.27014E+01  0.23654E-03  0.96643E-01  0.26045E+01  0.10000E+01
    5.0140   1.2540  41.9987   0.4577   3.2298  0.20976E+01  0.20974E+01  0.19381E-03  0.22552E+01  0.16404E-03  0.78202E-01  0.21769E+01  0.10000E+01
    5.0140   1.2540  42.9744   0.4782   3.3744  0.17675E+01  0.17673E+01  0.18883E-03  0.18882E+01  0.11495E-03  0.63393E-01  0.18247E+01  0.10000E+01
    5.0140   1.2540  43.9327   0.4987   3.5191  0.14942E+01  0.14940E+01  0.18325E-03  0.15848E+01  0.81445E-04  0.51588E-01  0.15331E+01  0.10000E+01
    5.0140   1.2540  44.8746   0.5192   3.6637  0.12560E+01  0.12558E+01  0.17814E-03  0.13239E+01  0.58518E-04  0.41967E-01  0.12819E+01  0.10000E+01
    5.0140   1.2540  45.8011   0.5397   3.8084  0.10496E+01  0.10494E+01  0.17513E-03  0.11016E+01  0.42562E-04  0.34222E-01  0.10673E+01  0.10000E+01
    5.0140   1.1790  24.6950   0.1502   1.0813  0.31878E+02  0.31877E+02  0.35873E-03  0.42015E+02  0.16309E+00  0.39476E+01  0.37904E+02  0.10000E+01
    5.0140   1.1790  26.3543   0.1707   1.2288  0.24909E+02  0.24908E+02  0.33374E-03  0.32048E+02  0.86924E-01  0.27361E+01  0.29225E+02  0.10000E+01
    5.0140   1.1790  27.9217   0.1912   1.3763  0.19810E+02  0.19810E+02  0.31385E-03  0.24961E+02  0.48507E-01  0.19556E+01  0.22957E+02  0.10000E+01
    5.0140   1.1790  29.4121   0.2117   1.5239  0.15972E+02  0.15971E+02  0.29268E-03  0.19749E+02  0.27861E-01  0.14249E+01  0.18296E+02  0.10000E+01
    5.0140   1.1790  30.8367   0.2322   1.6714  0.13015E+02  0.13015E+02  0.27423E-03  0.15827E+02  0.16583E-01  0.10599E+01  0.14751E+02  0.10000E+01
    5.0140   1.1790  32.2042   0.2527   1.8189  0.10697E+02  0.10696E+02  0.25823E-03  0.12813E+02  0.10066E-01  0.80026E+00  0.12003E+02  0.10000E+01
    5.0140   1.1790  33.5218   0.2732   1.9665  0.88505E+01  0.88502E+01  0.24350E-03  0.10458E+02  0.62441E-02  0.61255E+00  0.98392E+01  0.10000E+01
    5.0140   1.1790  34.7951   0.2937   2.1140  0.73624E+01  0.73621E+01  0.23315E-03  0.85899E+01  0.39372E-02  0.47414E+00  0.81119E+01  0.10000E+01
    5.0140   1.1790  36.0290   0.3142   2.2615  0.61499E+01  0.61497E+01  0.22110E-03  0.70946E+01  0.25240E-02  0.36975E+00  0.67223E+01  0.10000E+01
    5.0140   1.1790  37.2273   0.3347   2.4090  0.51536E+01  0.51534E+01  0.20838E-03  0.58817E+01  0.16452E-02  0.29095E+00  0.55891E+01  0.10000E+01
    5.0140   1.1790  38.3935   0.3552   2.5566  0.43291E+01  0.43289E+01  0.19828E-03  0.48935E+01  0.10890E-02  0.23082E+00  0.46616E+01  0.10000E+01
    5.0140   1.1790  39.5306   0.3757   2.7041  0.36438E+01  0.36436E+01  0.18944E-03  0.40810E+01  0.73205E-03  0.18353E+00  0.38967E+01  0.10000E+01
    5.0140   1.1790  40.6408   0.3962   2.8516  0.30734E+01  0.30732E+01  0.17991E-03  0.34121E+01  0.49706E-03  0.14675E+00  0.32649E+01  0.10000E+01
    5.0140   1.1790  41.7266   0.4167   2.9992  0.26010E+01  0.26008E+01  0.17275E-03  0.28617E+01  0.34034E-03  0.11800E+00  0.27433E+01  0.10000E+01
    5.0140   1.1790  42.7898   0.4372   3.1467  0.21984E+01  0.21982E+01  0.16555E-03  0.23978E+01  0.23466E-03  0.94906E-01  0.23027E+01  0.10000E+01
    5.0140   1.1790  43.8321   0.4577   3.2942  0.18441E+01  0.18439E+01  0.16009E-03  0.19996E+01  0.16288E-03  0.76932E-01  0.19226E+01  0.10000E+01
    5.0140   1.1790  44.8549   0.4782   3.4417  0.15520E+01  0.15519E+01  0.15488E-03  0.16722E+01  0.11395E-03  0.62279E-01  0.16098E+01  0.10000E+01
    5.0140   1.1790  45.8598   0.4987   3.5893  0.13099E+01  0.13098E+01  0.14920E-03  0.14014E+01  0.80636E-04  0.50572E-01  0.13508E+01  0.10000E+01
    5.0140   1.1790  46.8478   0.5192   3.7368  0.11040E+01  0.11039E+01  0.14592E-03  0.11728E+01  0.57836E-04  0.41250E-01  0.11315E+01  0.10000E+01
    5.0140   1.1790  47.8201   0.5397   3.8843  0.92119E+00  0.92105E+00  0.14330E-03  0.97435E+00  0.42051E-04  0.33635E-01  0.94068E+00  0.10000E+01
    5.0140   1.1090  25.7105   0.1502   1.1010  0.28099E+02  0.28099E+02  0.29941E-03  0.37658E+02  0.16415E+00  0.38368E+01  0.33658E+02  0.10000E+01
    5.0140   1.1090  27.4406   0.1707   1.2512  0.21966E+02  0.21966E+02  0.28067E-03  0.28708E+02  0.87150E-01  0.26623E+01  0.25959E+02  0.10000E+01
    5.0140   1.1090  29.0753   0.1912   1.4015  0.17478E+02  0.17478E+02  0.26115E-03  0.22356E+02  0.48732E-01  0.19105E+01  0.20397E+02  0.10000E+01
    5.0140   1.1090  30.6302   0.2117   1.5517  0.14097E+02  0.14096E+02  0.24381E-03  0.17681E+02  0.27996E-01  0.13939E+01  0.16259E+02  0.10000E+01
    5.0140   1.1090  32.1168   0.2322   1.7019  0.11491E+02  0.11491E+02  0.22982E-03  0.14164E+02  0.16609E-01  0.10378E+01  0.13110E+02  0.10000E+01
    5.0140   1.1090  33.5444   0.2527   1.8521  0.94468E+01  0.94466E+01  0.21601E-03  0.11464E+02  0.10092E-01  0.78566E+00  0.10668E+02  0.10000E+01
    5.0140   1.1090  34.9202   0.2732   2.0023  0.78184E+01  0.78182E+01  0.20495E-03  0.93553E+01  0.62447E-02  0.60265E+00  0.87464E+01  0.10000E+01
    5.0140   1.1090  36.2502   0.2937   2.1526  0.65053E+01  0.65051E+01  0.19315E-03  0.76836E+01  0.39406E-02  0.46677E+00  0.72129E+01  0.10000E+01
    5.0140   1.1090  37.5394   0.3142   2.3028  0.54353E+01  0.54351E+01  0.18310E-03  0.63434E+01  0.25191E-02  0.36480E+00  0.59761E+01  0.10000E+01
    5.0140   1.1090  38.7919   0.3347   2.4530  0.45557E+01  0.45555E+01  0.17358E-03  0.52588E+01  0.16414E-02  0.28750E+00  0.49696E+01  0.10000E+01
    5.0140   1.1090  40.0112   0.3552   2.6032  0.38275E+01  0.38273E+01  0.16390E-03  0.43733E+01  0.10839E-02  0.22790E+00  0.41443E+01  0.10000E+01
    5.0140   1.1090  41.2004   0.3757   2.7535  0.32216E+01  0.32215E+01  0.15755E-03  0.36463E+01  0.72794E-03  0.18178E+00  0.34638E+01  0.10000E+01
    5.0140   1.1090  42.3620   0.3962   2.9037  0.27164E+01  0.27163E+01  0.14952E-03  0.30471E+01  0.49495E-03  0.14550E+00  0.29011E+01  0.10000E+01
    5.0140   1.1090  43.4983   0.4167   3.0539  0.22965E+01  0.22963E+01  0.14265E-03  0.25529E+01  0.33964E-03  0.11692E+00  0.24356E+01  0.10000E+01
    5.0140   1.1090  44.6113   0.4372   3.2041  0.19451E+01  0.19449E+01  0.13663E-03  0.21420E+01  0.23475E-03  0.94270E-01  0.20475E+01  0.10000E+01
    5.0140   1.1090  45.7029   0.4577   3.3543  0.16320E+01  0.16319E+01  0.13206E-03  0.17858E+01  0.16325E-03  0.76299E-01  0.17094E+01  0.10000E+01
    5.0140   1.1090  46.7745   0.4782   3.5046  0.13719E+01  0.13718E+01  0.12763E-03  0.14917E+01  0.11419E-03  0.61920E-01  0.14297E+01  0.10000E+01
    5.0140   1.1090  47.8276   0.4987   3.6548  0.11564E+01  0.11563E+01  0.12369E-03  0.12486E+01  0.80745E-04  0.50246E-01  0.11983E+01  0.10000E+01
    5.0140   1.1090  48.8635   0.5192   3.8050  0.97593E+00  0.97581E+00  0.12089E-03  0.10457E+01  0.57789E-04  0.40901E-01  0.10047E+01  0.10000E+01
    5.0140   1.1090  49.8832   0.5397   3.9552  0.81395E+00  0.81384E+00  0.11859E-03  0.86821E+00  0.41945E-04  0.33402E-01  0.83477E+00  0.10000E+01
    5.0140   1.0390  26.8194   0.1502   1.1207  0.24693E+02  0.24693E+02  0.24929E-03  0.33719E+02  0.16618E+00  0.37448E+01  0.29808E+02  0.10000E+01
    5.0140   1.0390  28.6271   0.1707   1.2737  0.19313E+02  0.19313E+02  0.23330E-03  0.25689E+02  0.88265E-01  0.25987E+01  0.23003E+02  0.10000E+01
    5.0140   1.0390  30.3358   0.1912   1.4266  0.15374E+02  0.15373E+02  0.21735E-03  0.19993E+02  0.49265E-01  0.18654E+01  0.18079E+02  0.10000E+01
    5.0140   1.0390  31.9615   0.2117   1.5795  0.12405E+02  0.12404E+02  0.20417E-03  0.15816E+02  0.28371E-01  0.13702E+01  0.14418E+02  0.10000E+01
    5.0140   1.0390  33.5164   0.2322   1.7324  0.10116E+02  0.10116E+02  0.19081E-03  0.12666E+02  0.16748E-01  0.10244E+01  0.11625E+02  0.10000E+01
    5.0140   1.0390  35.0101   0.2527   1.8853  0.83186E+01  0.83184E+01  0.18168E-03  0.10247E+02  0.10193E-01  0.77542E+00  0.94612E+01  0.10000E+01
    5.0140   1.0390  36.4501   0.2732   2.0382  0.68866E+01  0.68865E+01  0.17089E-03  0.83581E+01  0.63027E-02  0.59487E+00  0.77569E+01  0.10000E+01
    5.0140   1.0390  37.8427   0.2937   2.1912  0.57314E+01  0.57312E+01  0.16085E-03  0.68634E+01  0.39747E-02  0.46218E+00  0.63972E+01  0.10000E+01
    5.0140   1.0390  39.1930   0.3142   2.3441  0.47898E+01  0.47896E+01  0.15124E-03  0.56650E+01  0.25424E-02  0.36191E+00  0.53006E+01  0.10000E+01
    5.0140   1.0390  40.5053   0.3347   2.4970  0.40155E+01  0.40154E+01  0.14326E-03  0.46953E+01  0.16508E-02  0.28561E+00  0.44081E+01  0.10000E+01
    5.0140   1.0390  41.7834   0.3552   2.6499  0.33743E+01  0.33741E+01  0.13710E-03  0.39038E+01  0.10904E-02  0.22675E+00  0.36760E+01  0.10000E+01
    5.0140   1.0390  43.0303   0.3757   2.8028  0.28404E+01  0.28403E+01  0.12984E-03  0.32538E+01  0.72921E-03  0.18108E+00  0.30720E+01  0.10000E+01
    5.0140   1.0390  44.2488   0.3962   2.9557  0.23946E+01  0.23945E+01  0.12324E-03  0.27181E+01  0.49662E-03  0.14525E+00  0.25723E+01  0.10000E+01
    5.0140   1.0390  45.4413   0.4167   3.1086  0.20230E+01  0.20228E+01  0.11831E-03  0.22755E+01  0.34134E-03  0.11698E+00  0.21582E+01  0.10000E+01
    5.0140   1.0390  46.6098   0.4372   3.2616  0.17142E+01  0.17141E+01  0.11397E-03  0.19095E+01  0.23673E-03  0.94399E-01  0.18149E+01  0.10000E+01
    5.0140   1.0390  47.7562   0.4577   3.4145  0.14408E+01  0.14407E+01  0.10941E-03  0.15932E+01  0.16507E-03  0.76221E-01  0.15168E+01  0.10000E+01
    5.0140   1.0390  48.8821   0.4782   3.5674  0.12097E+01  0.12096E+01  0.10565E-03  0.13294E+01  0.11577E-03  0.62077E-01  0.12672E+01  0.10000E+01
    5.0140   1.0390  49.9890   0.4987   3.7203  0.10185E+01  0.10184E+01  0.10234E-03  0.11115E+01  0.81770E-04  0.50401E-01  0.10611E+01  0.10000E+01
    5.0140   1.0390  51.0783   0.5192   3.8732  0.85969E+00  0.85959E+00  0.99956E-04  0.93065E+00  0.58491E-04  0.40958E-01  0.88963E+00  0.10000E+01
    5.0140   1.0390  52.1511   0.5397   4.0261  0.71751E+00  0.71741E+00  0.97953E-04  0.77278E+00  0.42327E-04  0.33398E-01  0.73934E+00  0.10000E+01
