 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   1.5990  28.0422   0.2937   1.8825  0.16607E+04  0.16605E+04  0.10605E+00  0.18302E+04  0.59718E-02  0.43487E+02  0.17867E+04  0.10000E+01
    5.0140   1.5990  29.0250   0.3142   2.0138  0.13702E+04  0.13702E+04 -0.14893E-01  0.14958E+04  0.23010E-02  0.34212E+02  0.14616E+04  0.10000E+01
    5.0140   1.5990  29.9782   0.3347   2.1452  0.11335E+04  0.11335E+04 -0.50910E-01  0.12265E+04  0.88614E-03  0.27182E+02  0.11993E+04  0.10000E+01
    5.0140   1.5990  30.9047   0.3552   2.2766  0.93930E+03  0.93936E+03 -0.62681E-01  0.10081E+04  0.34020E-03  0.21743E+02  0.98638E+03  0.10000E+01
    5.0140   1.5990  31.8069   0.3757   2.4080  0.77932E+03  0.77937E+03 -0.57881E-01  0.83016E+03  0.12993E-03  0.17500E+02  0.81266E+03  0.10000E+01
    5.0140   1.5990  32.6867   0.3962   2.5393  0.64724E+03  0.64729E+03 -0.42174E-01  0.68457E+03  0.49293E-04  0.14162E+02  0.67041E+03  0.10000E+01
    5.0140   1.5990  33.5459   0.4167   2.6707  0.53798E+03  0.53800E+03 -0.19694E-01  0.56525E+03  0.18547E-04  0.11521E+02  0.55373E+03  0.10000E+01
    5.0140   1.5990  34.3861   0.4372   2.8021  0.44747E+03  0.44745E+03  0.12938E-01  0.46721E+03  0.69121E-05  0.94206E+01  0.45779E+03  0.10000E+01
    5.0140   1.5990  35.2087   0.4577   2.9334  0.37238E+03  0.37231E+03  0.68279E-01  0.38648E+03  0.25488E-05  0.77465E+01  0.37873E+03  0.10000E+01
    5.0140   1.5990  36.0148   0.4782   3.0648  0.30995E+03  0.30983E+03  0.12458E+00  0.31983E+03  0.92917E-06  0.64109E+01  0.31342E+03  0.10000E+01
    5.0140   1.5990  36.8057   0.4987   3.1962  0.25796E+03  0.25778E+03  0.17983E+00  0.26471E+03  0.33454E-06  0.53402E+01  0.25937E+03  0.10000E+01
    5.0140   1.5990  37.5822   0.5192   3.3275  0.21461E+03  0.21437E+03  0.23268E+00  0.21905E+03  0.11890E-06  0.44788E+01  0.21457E+03  0.10000E+01
    5.0140   1.5990  38.3453   0.5397   3.4589  0.17835E+03  0.17807E+03  0.28221E+00  0.18111E+03  0.41684E-07  0.37822E+01  0.17733E+03  0.10000E+01
    5.0140   1.5090  22.2133   0.1707   1.1231  0.51515E+04  0.51480E+04  0.35676E+01  0.61767E+04  0.21200E+01  0.22183E+03  0.59527E+04  0.10000E+01
    5.0140   1.5090  23.5269   0.1912   1.2579  0.40464E+04  0.40440E+04  0.24178E+01  0.47791E+04  0.74865E+00  0.16056E+03  0.46178E+04  0.10000E+01
    5.0140   1.5090  24.7747   0.2117   1.3927  0.32242E+04  0.32226E+04  0.15779E+01  0.37554E+04  0.27240E+00  0.11864E+03  0.36365E+04  0.10000E+01
    5.0140   1.5090  25.9663   0.2322   1.5276  0.25983E+04  0.25973E+04  0.97720E+00  0.29875E+04  0.10126E+00  0.89171E+02  0.28982E+04  0.10000E+01
    5.0140   1.5090  27.1090   0.2527   1.6624  0.21124E+04  0.21118E+04  0.55798E+00  0.23995E+04  0.38207E-01  0.67977E+02  0.23315E+04  0.10000E+01
    5.0140   1.5090  28.2088   0.2732   1.7972  0.17287E+04  0.17284E+04  0.27459E+00  0.19415E+04  0.14557E-01  0.52447E+02  0.18890E+04  0.10000E+01
    5.0140   1.5090  29.2705   0.2937   1.9321  0.14213E+04  0.14212E+04  0.91576E-01  0.15796E+04  0.55775E-02  0.40888E+02  0.15387E+04  0.10000E+01
    5.0140   1.5090  30.2983   0.3142   2.0669  0.11726E+04  0.11726E+04 -0.90175E-02  0.12905E+04  0.21412E-02  0.32186E+02  0.12583E+04  0.10000E+01
    5.0140   1.5090  31.2955   0.3347   2.2017  0.96987E+03  0.96991E+03 -0.37111E-01  0.10578E+04  0.82131E-03  0.25577E+02  0.10322E+04  0.10000E+01
    5.0140   1.5090  32.2648   0.3552   2.3366  0.80362E+03  0.80366E+03 -0.46694E-01  0.86916E+03  0.31408E-03  0.20463E+02  0.84870E+03  0.10000E+01
    5.0140   1.5090  33.2089   0.3757   2.4714  0.66666E+03  0.66670E+03 -0.43647E-01  0.71544E+03  0.11947E-03  0.16466E+02  0.69898E+03  0.10000E+01
    5.0140   1.5090  34.1298   0.3962   2.6062  0.55354E+03  0.55357E+03 -0.32289E-01  0.58977E+03  0.45130E-04  0.13321E+02  0.57645E+03  0.10000E+01
    5.0140   1.5090  35.0293   0.4167   2.7411  0.45996E+03  0.45997E+03 -0.15768E-01  0.48675E+03  0.16907E-04  0.10829E+02  0.47592E+03  0.10000E+01
    5.0140   1.5090  35.9091   0.4372   2.8759  0.38246E+03  0.38246E+03  0.76084E-02  0.40217E+03  0.62730E-05  0.88527E+01  0.39331E+03  0.10000E+01
    5.0140   1.5090  36.7707   0.4577   3.0107  0.31817E+03  0.31812E+03  0.51081E-01  0.33252E+03  0.23024E-05  0.72801E+01  0.32524E+03  0.10000E+01
    5.0140   1.5090  37.6152   0.4782   3.1456  0.26470E+03  0.26461E+03  0.95400E-01  0.27503E+03  0.83537E-06  0.60082E+01  0.26902E+03  0.10000E+01
    5.0140   1.5090  38.4439   0.4987   3.2804  0.22018E+03  0.22005E+03  0.13897E+00  0.22748E+03  0.29932E-06  0.49852E+01  0.22250E+03  0.10000E+01
    5.0140   1.5090  39.2578   0.5192   3.4153  0.18307E+03  0.18289E+03  0.18069E+00  0.18812E+03  0.10584E-06  0.41621E+01  0.18395E+03  0.10000E+01
    5.0140   1.5090  40.0577   0.5397   3.5501  0.15206E+03  0.15184E+03  0.21985E+00  0.15543E+03  0.36918E-07  0.34961E+01  0.15194E+03  0.10000E+01
    5.0140   1.4190  21.7564   0.1502   1.0136  0.56996E+04  0.56954E+04  0.41706E+01  0.70330E+04  0.59852E+01  0.29441E+03  0.67326E+04  0.10000E+01
    5.0140   1.4190  23.2125   0.1707   1.1519  0.43990E+04  0.43961E+04  0.29083E+01  0.53357E+04  0.20234E+01  0.20802E+03  0.51257E+04  0.10000E+01
    5.0140   1.4190  24.5870   0.1912   1.2902  0.34563E+04  0.34543E+04  0.19699E+01  0.41279E+04  0.71258E+00  0.15086E+03  0.39763E+04  0.10000E+01
    5.0140   1.4190  25.8929   0.2117   1.4285  0.27548E+04  0.27535E+04  0.12860E+01  0.32433E+04  0.25852E+00  0.11169E+03  0.31314E+04  0.10000E+01
    5.0140   1.4190  27.1402   0.2322   1.5668  0.22205E+04  0.22197E+04  0.79773E+00  0.25796E+04  0.95809E-01  0.84095E+02  0.24955E+04  0.10000E+01
    5.0140   1.4190  28.3366   0.2527   1.7051  0.18055E+04  0.18051E+04  0.45732E+00  0.20716E+04  0.36036E-01  0.64215E+02  0.20074E+04  0.10000E+01
    5.0140   1.4190  29.4884   0.2732   1.8434  0.14777E+04  0.14775E+04  0.22723E+00  0.16758E+04  0.13684E-01  0.49618E+02  0.16262E+04  0.10000E+01
    5.0140   1.4190  30.6006   0.2937   1.9817  0.12151E+04  0.12150E+04  0.78484E-01  0.13631E+04  0.52240E-02  0.38735E+02  0.13244E+04  0.10000E+01
    5.0140   1.4190  31.6775   0.3142   2.1200  0.10025E+04  0.10025E+04 -0.51500E-02  0.11134E+04  0.19981E-02  0.30520E+02  0.10829E+04  0.10000E+01
    5.0140   1.4190  32.7225   0.3347   2.2583  0.82911E+03  0.82914E+03 -0.26909E-01  0.91231E+03  0.76355E-03  0.24269E+02  0.88804E+03  0.10000E+01
    5.0140   1.4190  33.7386   0.3552   2.3966  0.68693E+03  0.68697E+03 -0.34611E-01  0.74936E+03  0.29083E-03  0.19424E+02  0.72994E+03  0.10000E+01
    5.0140   1.4190  34.7285   0.3757   2.5349  0.56978E+03  0.56982E+03 -0.32732E-01  0.61665E+03  0.11017E-03  0.15636E+02  0.60101E+03  0.10000E+01
    5.0140   1.4190  35.6942   0.3962   2.6732  0.47304E+03  0.47307E+03 -0.24554E-01  0.50816E+03  0.41449E-04  0.12649E+02  0.49551E+03  0.10000E+01
    5.0140   1.4190  36.6379   0.4167   2.8115  0.39297E+03  0.39298E+03 -0.12462E-01  0.41923E+03  0.15459E-04  0.10281E+02  0.40895E+03  0.10000E+01
    5.0140   1.4190  37.5610   0.4372   2.9498  0.32667E+03  0.32666E+03  0.40591E-02  0.34621E+03  0.57107E-05  0.83977E+01  0.33781E+03  0.10000E+01
    5.0140   1.4190  38.4652   0.4577   3.0880  0.27167E+03  0.27163E+03  0.38230E-01  0.28615E+03  0.20867E-05  0.69121E+01  0.27924E+03  0.10000E+01
    5.0140   1.4190  39.3518   0.4782   3.2263  0.22593E+03  0.22586E+03  0.73145E-01  0.23656E+03  0.75351E-06  0.56991E+01  0.23086E+03  0.10000E+01
    5.0140   1.4190  40.2220   0.4987   3.3646  0.18786E+03  0.18775E+03  0.10752E+00  0.19557E+03  0.26868E-06  0.47163E+01  0.19085E+03  0.10000E+01
    5.0140   1.4190  41.0768   0.5192   3.5029  0.15610E+03  0.15596E+03  0.14048E+00  0.16160E+03  0.94545E-07  0.39227E+01  0.15768E+03  0.10000E+01
    5.0140   1.4190  41.9173   0.5397   3.6412  0.12957E+03  0.12940E+03  0.17145E+00  0.13343E+03  0.32806E-07  0.32795E+01  0.13015E+03  0.10000E+01
    5.0140   1.3340  22.7149   0.1502   1.0376  0.48974E+04  0.48940E+04  0.34401E+01  0.61198E+04  0.57532E+01  0.27781E+03  0.58362E+04  0.10000E+01
    5.0140   1.3340  24.2370   0.1707   1.1791  0.37814E+04  0.37790E+04  0.23961E+01  0.46426E+04  0.19405E+01  0.19674E+03  0.44439E+04  0.10000E+01
    5.0140   1.3340  25.6741   0.1912   1.3207  0.29722E+04  0.29706E+04  0.16220E+01  0.35916E+04  0.68172E+00  0.14300E+03  0.34479E+04  0.10000E+01
    5.0140   1.3340  27.0399   0.2117   1.4623  0.23698E+04  0.23687E+04  0.10591E+01  0.28219E+04  0.24666E+00  0.10609E+03  0.27155E+04  0.10000E+01
    5.0140   1.3340  28.3446   0.2322   1.6038  0.19108E+04  0.19101E+04  0.65784E+00  0.22443E+04  0.91162E-01  0.80044E+02  0.21641E+04  0.10000E+01
    5.0140   1.3340  29.5965   0.2527   1.7454  0.15540E+04  0.15537E+04  0.37839E+00  0.18021E+04  0.34184E-01  0.61232E+02  0.17408E+04  0.10000E+01
    5.0140   1.3340  30.8019   0.2732   1.8870  0.12721E+04  0.12719E+04  0.18959E+00  0.14576E+04  0.12940E-01  0.47398E+02  0.14102E+04  0.10000E+01
    5.0140   1.3340  31.9662   0.2937   2.0285  0.10462E+04  0.10462E+04  0.67415E-01  0.11855E+04  0.49241E-02  0.37061E+02  0.11484E+04  0.10000E+01
    5.0140   1.3340  33.0938   0.3142   2.1701  0.86325E+03  0.86325E+03 -0.27739E-02  0.96810E+03  0.18770E-02  0.29239E+02  0.93886E+03  0.10000E+01
    5.0140   1.3340  34.1883   0.3347   2.3117  0.71397E+03  0.71398E+03 -0.19746E-01  0.79308E+03  0.71474E-03  0.23273E+02  0.76980E+03  0.10000E+01
    5.0140   1.3340  35.2529   0.3552   2.4532  0.59151E+03  0.59154E+03 -0.25937E-01  0.65124E+03  0.27122E-03  0.18642E+02  0.63260E+03  0.10000E+01
    5.0140   1.3340  36.2902   0.3757   2.5948  0.49061E+03  0.49064E+03 -0.24790E-01  0.53575E+03  0.10236E-03  0.15015E+02  0.52073E+03  0.10000E+01
    5.0140   1.3340  37.3025   0.3962   2.7364  0.40727E+03  0.40729E+03 -0.18823E-01  0.44136E+03  0.38356E-04  0.12154E+02  0.42920E+03  0.10000E+01
    5.0140   1.3340  38.2918   0.4167   2.8779  0.33830E+03  0.33831E+03 -0.98639E-02  0.36405E+03  0.14250E-04  0.98805E+01  0.35416E+03  0.10000E+01
    5.0140   1.3340  39.2600   0.4372   3.0195  0.28114E+03  0.28114E+03  0.18463E-02  0.30050E+03  0.52417E-05  0.80681E+01  0.29243E+03  0.10000E+01
    5.0140   1.3340  40.2085   0.4577   3.1611  0.23375E+03  0.23372E+03  0.29071E-01  0.24826E+03  0.19072E-05  0.66344E+01  0.24162E+03  0.10000E+01
    5.0140   1.3340  41.1389   0.4782   3.3026  0.19434E+03  0.19429E+03  0.56948E-01  0.20517E+03  0.68565E-06  0.54819E+01  0.19968E+03  0.10000E+01
    5.0140   1.3340  42.0522   0.4987   3.4442  0.16152E+03  0.16144E+03  0.84429E-01  0.16952E+03  0.24341E-06  0.45309E+01  0.16499E+03  0.10000E+01
    5.0140   1.3340  42.9497   0.5192   3.5858  0.13417E+03  0.13406E+03  0.11081E+00  0.14002E+03  0.85255E-07  0.37576E+01  0.13626E+03  0.10000E+01
    5.0140   1.3340  43.8323   0.5397   3.7273  0.11131E+03  0.11117E+03  0.13563E+00  0.11554E+03  0.29446E-07  0.31314E+01  0.11240E+03  0.10000E+01
    5.0140   1.2540  23.6952   0.1502   1.0601  0.42353E+04  0.42324E+04  0.28668E+01  0.53626E+04  0.55547E+01  0.26407E+03  0.50929E+04  0.10000E+01
    5.0140   1.2540  25.2851   0.1707   1.2048  0.32716E+04  0.32696E+04  0.19943E+01  0.40683E+04  0.18697E+01  0.18748E+03  0.38790E+04  0.10000E+01
    5.0140   1.2540  26.7866   0.1912   1.3494  0.25727E+04  0.25713E+04  0.13492E+01  0.31475E+04  0.65534E+00  0.13659E+03  0.30102E+04  0.10000E+01
    5.0140   1.2540  28.2139   0.2117   1.4941  0.20521E+04  0.20513E+04  0.88103E+00  0.24731E+04  0.23655E+00  0.10157E+03  0.23713E+04  0.10000E+01
    5.0140   1.2540  29.5778   0.2322   1.6387  0.16553E+04  0.16547E+04  0.54784E+00  0.19668E+04  0.87196E-01  0.76802E+02  0.18900E+04  0.10000E+01
    5.0140   1.2540  30.8867   0.2527   1.7834  0.13467E+04  0.13464E+04  0.31605E+00  0.15793E+04  0.32610E-01  0.58876E+02  0.15204E+04  0.10000E+01
    5.0140   1.2540  32.1474   0.2732   1.9280  0.11027E+04  0.11025E+04  0.15949E+00  0.12773E+04  0.12309E-01  0.45666E+02  0.12316E+04  0.10000E+01
    5.0140   1.2540  33.3655   0.2937   2.0726  0.90702E+03  0.90696E+03  0.58111E-01  0.10387E+04  0.46694E-02  0.35772E+02  0.10029E+04  0.10000E+01
    5.0140   1.2540  34.5454   0.3142   2.2173  0.74851E+03  0.74851E+03 -0.13280E-02  0.84817E+03  0.17744E-02  0.28267E+02  0.81990E+03  0.10000E+01
    5.0140   1.2540  35.6911   0.3347   2.3619  0.61912E+03  0.61913E+03 -0.14662E-01  0.69467E+03  0.67343E-03  0.22528E+02  0.67215E+03  0.10000E+01
    5.0140   1.2540  36.8057   0.3552   2.5066  0.51295E+03  0.51297E+03 -0.19648E-01  0.57034E+03  0.25468E-03  0.18066E+02  0.55228E+03  0.10000E+01
    5.0140   1.2540  37.8920   0.3757   2.6512  0.42547E+03  0.42549E+03 -0.18959E-01  0.46909E+03  0.95785E-04  0.14565E+02  0.45453E+03  0.10000E+01
    5.0140   1.2540  38.9525   0.3962   2.7959  0.35318E+03  0.35319E+03 -0.14550E-01  0.38636E+03  0.35762E-04  0.11799E+02  0.37456E+03  0.10000E+01
    5.0140   1.2540  39.9892   0.4167   2.9405  0.29333E+03  0.29334E+03 -0.78313E-02  0.31855E+03  0.13236E-04  0.95995E+01  0.30896E+03  0.10000E+01
    5.0140   1.2540  41.0041   0.4372   3.0851  0.24374E+03  0.24374E+03  0.47311E-03  0.26289E+03  0.48499E-05  0.78407E+01  0.25505E+03  0.10000E+01
    5.0140   1.2540  41.9987   0.4577   3.2298  0.20260E+03  0.20258E+03  0.22449E-01  0.21710E+03  0.17575E-05  0.64434E+01  0.21065E+03  0.10000E+01
    5.0140   1.2540  42.9744   0.4782   3.3744  0.16840E+03  0.16836E+03  0.44988E-01  0.17935E+03  0.62936E-06  0.53196E+01  0.17403E+03  0.10000E+01
    5.0140   1.2540  43.9327   0.4987   3.5191  0.13992E+03  0.13986E+03  0.67241E-01  0.14815E+03  0.22247E-06  0.44109E+01  0.14374E+03  0.10000E+01
    5.0140   1.2540  44.8746   0.5192   3.6637  0.11617E+03  0.11609E+03  0.88625E-01  0.12230E+03  0.77585E-07  0.36543E+01  0.11864E+03  0.10000E+01
    5.0140   1.2540  45.8011   0.5397   3.8084  0.96332E+02  0.96223E+02  0.10876E+00  0.10085E+03  0.26681E-07  0.30368E+01  0.97813E+02  0.10000E+01
    5.0140   1.1790  24.6950   0.1502   1.0813  0.36862E+04  0.36838E+04  0.24127E+01  0.47309E+04  0.53850E+01  0.25266E+03  0.44729E+04  0.10000E+01
    5.0140   1.1790  26.3543   0.1707   1.2288  0.28489E+04  0.28472E+04  0.16765E+01  0.35902E+04  0.18092E+01  0.17984E+03  0.34085E+04  0.10000E+01
    5.0140   1.1790  27.9217   0.1912   1.3763  0.22415E+04  0.22403E+04  0.11335E+01  0.27779E+04  0.63289E+00  0.13135E+03  0.26459E+04  0.10000E+01
    5.0140   1.1790  29.4121   0.2117   1.5239  0.17888E+04  0.17880E+04  0.74016E+00  0.21829E+04  0.22795E+00  0.97920E+02  0.20848E+04  0.10000E+01
    5.0140   1.1790  30.8367   0.2322   1.6714  0.14435E+04  0.14430E+04  0.46067E+00  0.17363E+04  0.83830E-01  0.74218E+02  0.16620E+04  0.10000E+01
    5.0140   1.1790  32.2042   0.2527   1.8189  0.11748E+04  0.11745E+04  0.26644E+00  0.13941E+04  0.31274E-01  0.57029E+02  0.13371E+04  0.10000E+01
    5.0140   1.1790  33.5218   0.2732   1.9665  0.96216E+03  0.96202E+03  0.13528E+00  0.11275E+04  0.11773E-01  0.44325E+02  0.10832E+04  0.10000E+01
    5.0140   1.1790  34.7951   0.2937   2.1140  0.79166E+03  0.79161E+03  0.50326E-01  0.91693E+03  0.44542E-02  0.34794E+02  0.88213E+03  0.10000E+01
    5.0140   1.1790  36.0290   0.3142   2.2615  0.65344E+03  0.65344E+03 -0.46170E-03  0.74865E+03  0.16876E-02  0.27544E+02  0.72110E+03  0.10000E+01
    5.0140   1.1790  37.2273   0.3347   2.4090  0.54056E+03  0.54057E+03 -0.11016E-01  0.61313E+03  0.63859E-03  0.21986E+02  0.59114E+03  0.10000E+01
    5.0140   1.1790  38.3935   0.3552   2.5566  0.44790E+03  0.44791E+03 -0.15045E-01  0.50328E+03  0.24075E-03  0.17656E+02  0.48563E+03  0.10000E+01
    5.0140   1.1790  39.5306   0.3757   2.7041  0.37153E+03  0.37154E+03 -0.14644E-01  0.41387E+03  0.90241E-04  0.14253E+02  0.39962E+03  0.10000E+01
    5.0140   1.1790  40.6408   0.3962   2.8516  0.30840E+03  0.30841E+03 -0.11344E-01  0.34079E+03  0.33581E-04  0.11560E+02  0.32923E+03  0.10000E+01
    5.0140   1.1790  41.7266   0.4167   2.9992  0.25614E+03  0.25614E+03 -0.62444E-02  0.28094E+03  0.12385E-04  0.94130E+01  0.27152E+03  0.10000E+01
    5.0140   1.1790  42.7898   0.4372   3.1467  0.21281E+03  0.21281E+03 -0.13484E-03  0.23177E+03  0.45219E-05  0.76944E+01  0.22408E+03  0.10000E+01
    5.0140   1.1790  43.8321   0.4577   3.2942  0.17686E+03  0.17684E+03  0.17595E-01  0.19134E+03  0.16326E-05  0.63245E+01  0.18502E+03  0.10000E+01
    5.0140   1.1790  44.8549   0.4782   3.4417  0.14698E+03  0.14694E+03  0.36047E-01  0.15801E+03  0.58242E-06  0.52186E+01  0.15279E+03  0.10000E+01
    5.0140   1.1790  45.8598   0.4987   3.5893  0.12209E+03  0.12204E+03  0.54286E-01  0.13047E+03  0.20508E-06  0.43239E+01  0.12615E+03  0.10000E+01
    5.0140   1.1790  46.8478   0.5192   3.7368  0.10133E+03  0.10126E+03  0.71830E-01  0.10767E+03  0.71238E-07  0.35966E+01  0.10408E+03  0.10000E+01
    5.0140   1.1790  47.8201   0.5397   3.8843  0.83986E+02  0.83898E+02  0.88362E-01  0.88750E+02  0.24396E-07  0.29873E+01  0.85763E+02  0.10000E+01
    5.0140   1.1090  25.7105   0.1502   1.1010  0.32291E+04  0.32271E+04  0.20504E+01  0.42016E+04  0.52412E+01  0.24310E+03  0.39533E+04  0.10000E+01
    5.0140   1.1090  27.4406   0.1707   1.2512  0.24971E+04  0.24956E+04  0.14232E+01  0.31906E+04  0.17580E+01  0.17351E+03  0.30153E+04  0.10000E+01
    5.0140   1.1090  29.0753   0.1912   1.4015  0.19657E+04  0.19647E+04  0.96160E+00  0.24692E+04  0.61389E+00  0.12707E+03  0.23415E+04  0.10000E+01
    5.0140   1.1090  30.6302   0.2117   1.5517  0.15695E+04  0.15689E+04  0.62789E+00  0.19406E+04  0.22068E+00  0.94970E+02  0.18454E+04  0.10000E+01
    5.0140   1.1090  32.1168   0.2322   1.7019  0.12671E+04  0.12667E+04  0.39110E+00  0.15438E+04  0.80990E-01  0.72166E+02  0.14715E+04  0.10000E+01
    5.0140   1.1090  33.5444   0.2527   1.8521  0.10316E+04  0.10314E+04  0.22669E+00  0.12397E+04  0.30145E-01  0.55587E+02  0.11840E+04  0.10000E+01
    5.0140   1.1090  34.9202   0.2732   2.0023  0.84519E+03  0.84507E+03  0.11573E+00  0.10026E+04  0.11322E-01  0.43308E+02  0.95930E+03  0.10000E+01
    5.0140   1.1090  36.2502   0.2937   2.1526  0.69561E+03  0.69557E+03  0.43817E-01  0.81534E+03  0.42725E-02  0.34067E+02  0.78126E+03  0.10000E+01
    5.0140   1.1090  37.5394   0.3142   2.3028  0.57430E+03  0.57430E+03  0.12594E-03  0.66569E+03  0.16145E-02  0.27024E+02  0.63867E+03  0.10000E+01
    5.0140   1.1090  38.7919   0.3347   2.4530  0.47517E+03  0.47518E+03 -0.83772E-02  0.54515E+03  0.60922E-03  0.21610E+02  0.52354E+03  0.10000E+01
    5.0140   1.1090  40.0112   0.3552   2.6032  0.39376E+03  0.39377E+03 -0.11647E-01  0.44744E+03  0.22902E-03  0.17383E+02  0.43006E+03  0.10000E+01
    5.0140   1.1090  41.2004   0.3757   2.7535  0.32664E+03  0.32665E+03 -0.11426E-01  0.36791E+03  0.85588E-04  0.14054E+02  0.35385E+03  0.10000E+01
    5.0140   1.1090  42.3620   0.3962   2.9037  0.27115E+03  0.27116E+03 -0.89227E-02  0.30290E+03  0.31748E-04  0.11414E+02  0.29149E+03  0.10000E+01
    5.0140   1.1090  43.4983   0.4167   3.0539  0.22520E+03  0.22520E+03 -0.50067E-02  0.24964E+03  0.11672E-04  0.93064E+01  0.24033E+03  0.10000E+01
    5.0140   1.1090  44.6113   0.4372   3.2041  0.18709E+03  0.18709E+03 -0.29799E-03  0.20591E+03  0.42478E-05  0.76155E+01  0.19830E+03  0.10000E+01
    5.0140   1.1090  45.7029   0.4577   3.3543  0.15547E+03  0.15546E+03  0.13993E-01  0.16995E+03  0.15284E-05  0.62625E+01  0.16369E+03  0.10000E+01
    5.0140   1.1090  46.7745   0.4782   3.5046  0.12918E+03  0.12915E+03  0.29282E-01  0.14029E+03  0.54331E-06  0.51669E+01  0.13513E+03  0.10000E+01
    5.0140   1.1090  47.8276   0.4987   3.6548  0.10728E+03  0.10724E+03  0.44411E-01  0.11580E+03  0.19063E-06  0.42817E+01  0.11152E+03  0.10000E+01
    5.0140   1.1090  48.8635   0.5192   3.8050  0.89015E+02  0.88956E+02  0.58978E-01  0.95530E+02  0.65970E-07  0.35586E+01  0.91972E+02  0.10000E+01
    5.0140   1.1090  49.8832   0.5397   3.9552  0.73760E+02  0.73687E+02  0.72714E-01  0.78727E+02  0.22507E-07  0.29686E+01  0.75759E+02  0.10000E+01
    5.0140   1.0390  26.8194   0.1502   1.1207  0.28197E+04  0.28179E+04  0.17387E+01  0.37245E+04  0.51112E+01  0.23449E+03  0.34849E+04  0.10000E+01
    5.0140   1.0390  28.6271   0.1707   1.2737  0.21818E+04  0.21806E+04  0.12055E+01  0.28309E+04  0.17118E+01  0.16788E+03  0.26613E+04  0.10000E+01
    5.0140   1.0390  30.3358   0.1912   1.4266  0.17186E+04  0.17178E+04  0.81390E+00  0.21914E+04  0.59674E+00  0.12330E+03  0.20675E+04  0.10000E+01
    5.0140   1.0390  31.9615   0.2117   1.5795  0.13729E+04  0.13724E+04  0.53140E+00  0.17227E+04  0.21413E+00  0.92425E+02  0.16301E+04  0.10000E+01
    5.0140   1.0390  33.5164   0.2322   1.7324  0.11090E+04  0.11087E+04  0.33122E+00  0.13707E+04  0.78428E-01  0.70426E+02  0.13002E+04  0.10000E+01
    5.0140   1.0390  35.0101   0.2527   1.8853  0.90328E+03  0.90309E+03  0.19237E+00  0.11009E+04  0.29129E-01  0.54397E+02  0.10464E+04  0.10000E+01
    5.0140   1.0390  36.4501   0.2732   2.0382  0.74032E+03  0.74022E+03  0.98706E-01  0.89046E+03  0.10915E-01  0.42494E+02  0.84796E+03  0.10000E+01
    5.0140   1.0390  37.8427   0.2937   2.1912  0.60949E+03  0.60945E+03  0.37981E-01  0.72414E+03  0.41089E-02  0.33509E+02  0.69063E+03  0.10000E+01
    5.0140   1.0390  39.1930   0.3142   2.3441  0.50334E+03  0.50333E+03  0.10265E-02  0.59126E+03  0.15487E-02  0.26647E+02  0.56461E+03  0.10000E+01
    5.0140   1.0390  40.5053   0.3347   2.4970  0.41655E+03  0.41656E+03 -0.63192E-02  0.48419E+03  0.58285E-03  0.21353E+02  0.46284E+03  0.10000E+01
    5.0140   1.0390  41.7834   0.3552   2.6499  0.34523E+03  0.34524E+03 -0.89458E-02  0.39740E+03  0.21848E-03  0.17211E+02  0.38019E+03  0.10000E+01
    5.0140   1.0390  43.0303   0.3757   2.8028  0.28642E+03  0.28643E+03 -0.88429E-02  0.32671E+03  0.81415E-04  0.13943E+02  0.31277E+03  0.10000E+01
    5.0140   1.0390  44.2488   0.3962   2.9557  0.23778E+03  0.23779E+03 -0.69584E-02  0.26896E+03  0.30109E-04  0.11344E+02  0.25761E+03  0.10000E+01
    5.0140   1.0390  45.4413   0.4167   3.1086  0.19748E+03  0.19749E+03 -0.39732E-02  0.22162E+03  0.11034E-04  0.92639E+01  0.21236E+03  0.10000E+01
    5.0140   1.0390  46.6098   0.4372   3.2616  0.16406E+03  0.16406E+03 -0.37193E-03  0.18277E+03  0.40023E-05  0.75913E+01  0.17517E+03  0.10000E+01
    5.0140   1.0390  47.7562   0.4577   3.4145  0.13632E+03  0.13631E+03  0.11105E-01  0.15081E+03  0.14353E-05  0.62487E+01  0.14456E+03  0.10000E+01
    5.0140   1.0390  48.8821   0.4782   3.5674  0.11326E+03  0.11324E+03  0.23751E-01  0.12449E+03  0.50844E-06  0.51612E+01  0.11932E+03  0.10000E+01
    5.0140   1.0390  49.9890   0.4987   3.7203  0.94035E+02  0.93998E+02  0.36278E-01  0.10270E+03  0.17777E-06  0.42741E+01  0.98422E+02  0.10000E+01
    5.0140   1.0390  51.0783   0.5192   3.8732  0.78003E+02  0.77955E+02  0.48349E-01  0.84688E+02  0.61296E-07  0.35541E+01  0.81134E+02  0.10000E+01
    5.0140   1.0390  52.1511   0.5397   4.0261  0.64609E+02  0.64550E+02  0.59743E-01  0.69760E+02  0.20833E-07  0.29630E+01  0.66797E+02  0.10000E+01
    5.0140   0.9740  27.9474   0.1502   1.1391  0.24778E+04  0.24763E+04  0.14881E+01  0.33231E+04  0.50034E+01  0.22722E+03  0.30909E+04  0.10000E+01
