                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
    5.0140   1.4190  24.5870  0.29932E+02  0.36224E+02  0.49804E-01  0.33989E+02  0.36224E+02  0.49804E-01  0.33989E+02
    5.0140   1.4190  25.8929  0.24106E+02  0.28693E+02  0.28910E-01  0.27077E+02  0.28693E+02  0.28910E-01  0.27077E+02
    5.0140   1.4190  27.1402  0.19625E+02  0.23015E+02  0.17193E-01  0.21822E+02  0.23015E+02  0.17193E-01  0.21822E+02
    5.0140   1.4190  28.3366  0.16115E+02  0.18642E+02  0.10496E-01  0.17748E+02  0.18642E+02  0.10496E-01  0.17748E+02
    5.0140   1.4190  29.4884  0.13324E+02  0.15230E+02  0.65215E-02  0.14550E+02  0.15230E+02  0.65215E-02  0.14550E+02
    5.0140   1.4190  30.6006  0.11075E+02  0.12519E+02  0.41383E-02  0.11996E+02  0.12519E+02  0.41383E-02  0.11996E+02
    5.0140   1.4190  31.6775  0.92445E+01  0.10343E+02  0.26651E-02  0.99369E+01  0.10343E+02  0.26651E-02  0.99369E+01
    5.0140   1.4190  32.7225  0.77424E+01  0.85818E+01  0.17487E-02  0.82629E+01  0.85818E+01  0.17487E-02  0.82629E+01
    5.0140   1.4190  33.7386  0.65033E+01  0.71457E+01  0.11614E-02  0.68940E+01  0.71457E+01  0.11614E-02  0.68940E+01
    5.0140   1.4190  34.7285  0.54789E+01  0.59689E+01  0.77907E-03  0.57695E+01  0.59689E+01  0.77907E-03  0.57695E+01
    5.0140   1.4190  35.6942  0.46350E+01  0.50062E+01  0.52698E-03  0.48466E+01  0.50062E+01  0.52698E-03  0.48466E+01
    5.0140   1.4190  36.6379  0.39174E+01  0.41960E+01  0.35944E-03  0.40679E+01  0.41960E+01  0.35944E-03  0.40679E+01
    5.0140   1.4190  37.5610  0.32880E+01  0.35022E+01  0.24742E-03  0.33988E+01  0.35022E+01  0.24742E-03  0.33988E+01
    5.0140   1.4190  38.4652  0.27700E+01  0.29328E+01  0.17212E-03  0.28490E+01  0.29328E+01  0.17212E-03  0.28490E+01
    5.0140   1.4190  39.3518  0.23411E+01  0.24627E+01  0.12096E-03  0.23947E+01  0.24627E+01  0.12096E-03  0.23947E+01
    5.0140   1.4190  40.2220  0.19833E+01  0.20707E+01  0.85972E-04  0.20154E+01  0.20707E+01  0.85972E-04  0.20154E+01
    5.0140   1.4190  41.0768  0.16590E+01  0.17250E+01  0.61780E-04  0.16798E+01  0.17250E+01  0.61780E-04  0.16798E+01
    5.0140   1.4190  41.9173  0.13919E+01  0.14409E+01  0.44550E-04  0.14038E+01  0.14409E+01  0.44550E-04  0.14038E+01
    5.0140   1.3340  22.7149  0.41787E+02  0.53398E+02  0.16400E+00  0.48977E+02  0.53398E+02  0.16400E+00  0.48977E+02
    5.0140   1.3340  24.2370  0.32624E+02  0.40784E+02  0.88013E-01  0.37742E+02  0.40784E+02  0.88013E-01  0.37742E+02
    5.0140   1.3340  25.6741  0.25925E+02  0.31771E+02  0.48984E-01  0.29633E+02  0.31771E+02  0.48984E-01  0.29633E+02
    5.0140   1.3340  27.0399  0.20886E+02  0.25156E+02  0.28357E-01  0.23610E+02  0.25156E+02  0.28357E-01  0.23610E+02
    5.0140   1.3340  28.3446  0.17009E+02  0.20172E+02  0.16861E-01  0.19030E+02  0.20172E+02  0.16861E-01  0.19030E+02
    5.0140   1.3340  29.5965  0.13970E+02  0.16342E+02  0.10269E-01  0.15482E+02  0.16342E+02  0.10269E-01  0.15482E+02
    5.0140   1.3340  30.8019  0.11553E+02  0.13343E+02  0.63770E-02  0.12690E+02  0.13343E+02  0.63770E-02  0.12690E+02
    5.0140   1.3340  31.9662  0.96060E+01  0.10967E+02  0.40338E-02  0.10463E+02  0.10967E+02  0.40338E-02  0.10463E+02
    5.0140   1.3340  33.0938  0.80202E+01  0.90588E+01  0.25955E-02  0.86675E+01  0.90588E+01  0.25955E-02  0.86675E+01
    5.0140   1.3340  34.1883  0.67181E+01  0.75138E+01  0.16977E-02  0.72072E+01  0.75138E+01  0.16977E-02  0.72072E+01
    5.0140   1.3340  35.2529  0.56424E+01  0.62541E+01  0.11279E-02  0.60116E+01  0.62541E+01  0.11279E-02  0.60116E+01
    5.0140   1.3340  36.2902  0.47508E+01  0.52209E+01  0.75704E-03  0.50281E+01  0.52209E+01  0.75704E-03  0.50281E+01
    5.0140   1.3340  37.3025  0.40135E+01  0.43729E+01  0.51261E-03  0.42190E+01  0.43729E+01  0.51261E-03  0.42190E+01
    5.0140   1.3340  38.2918  0.34004E+01  0.36713E+01  0.34981E-03  0.35480E+01  0.36713E+01  0.34981E-03  0.35480E+01
    5.0140   1.3340  39.2600  0.28560E+01  0.30645E+01  0.24059E-03  0.29649E+01  0.30645E+01  0.24059E-03  0.29649E+01
    5.0140   1.3340  40.2085  0.24021E+01  0.25621E+01  0.16716E-03  0.24816E+01  0.25621E+01  0.16716E-03  0.24816E+01
    5.0140   1.3340  41.1389  0.20267E+01  0.21480E+01  0.11720E-03  0.20827E+01  0.21480E+01  0.11720E-03  0.20827E+01
    5.0140   1.3340  42.0522  0.17163E+01  0.18054E+01  0.83225E-04  0.17523E+01  0.18054E+01  0.83225E-04  0.17523E+01
    5.0140   1.3340  42.9497  0.14384E+01  0.15054E+01  0.59838E-04  0.14621E+01  0.15054E+01  0.59838E-04  0.14621E+01
    5.0140   1.3340  43.8323  0.12043E+01  0.12550E+01  0.43444E-04  0.12196E+01  0.12550E+01  0.43444E-04  0.12196E+01
    5.0140   1.2540  23.6952  0.36387E+02  0.47201E+02  0.16297E+00  0.42953E+02  0.47201E+02  0.16297E+00  0.42953E+02
    5.0140   1.2540  25.2851  0.28420E+02  0.36031E+02  0.87208E-01  0.33117E+02  0.36031E+02  0.87208E-01  0.33117E+02
    5.0140   1.2540  26.7866  0.22593E+02  0.28062E+02  0.48580E-01  0.26001E+02  0.28062E+02  0.48580E-01  0.26001E+02
    5.0140   1.2540  28.2139  0.18208E+02  0.22212E+02  0.28011E-01  0.20718E+02  0.22212E+02  0.28011E-01  0.20718E+02
    5.0140   1.2540  29.5778  0.14833E+02  0.17807E+02  0.16663E-01  0.16701E+02  0.17807E+02  0.16663E-01  0.16701E+02
    5.0140   1.2540  30.8867  0.12187E+02  0.14421E+02  0.10121E-01  0.13588E+02  0.14421E+02  0.10121E-01  0.13588E+02
    5.0140   1.2540  32.1474  0.10081E+02  0.11772E+02  0.62868E-02  0.11139E+02  0.11772E+02  0.62868E-02  0.11139E+02
    5.0140   1.2540  33.3655  0.83837E+01  0.96727E+01  0.39648E-02  0.91845E+01  0.96727E+01  0.39648E-02  0.91845E+01
    5.0140   1.2540  34.5454  0.70016E+01  0.79884E+01  0.25492E-02  0.76078E+01  0.79884E+01  0.25492E-02  0.76078E+01
    5.0140   1.2540  35.6911  0.58659E+01  0.66256E+01  0.16624E-02  0.63272E+01  0.66256E+01  0.16624E-02  0.63272E+01
    5.0140   1.2540  36.8057  0.49268E+01  0.55130E+01  0.11041E-02  0.52768E+01  0.55130E+01  0.11041E-02  0.52768E+01
    5.0140   1.2540  37.8920  0.41473E+01  0.46001E+01  0.74135E-03  0.44124E+01  0.46001E+01  0.74135E-03  0.44124E+01
    5.0140   1.2540  38.9525  0.35000E+01  0.38484E+01  0.50287E-03  0.36985E+01  0.38484E+01  0.50287E-03  0.36985E+01
    5.0140   1.2540  39.9892  0.29654E+01  0.32307E+01  0.34354E-03  0.31106E+01  0.32307E+01  0.34354E-03  0.31106E+01
    5.0140   1.2540  41.0041  0.24979E+01  0.27014E+01  0.23654E-03  0.26045E+01  0.27014E+01  0.23654E-03  0.26045E+01
    5.0140   1.2540  41.9987  0.20976E+01  0.22552E+01  0.16404E-03  0.21769E+01  0.22552E+01  0.16404E-03  0.21769E+01
    5.0140   1.2540  42.9744  0.17675E+01  0.18882E+01  0.11495E-03  0.18247E+01  0.18882E+01  0.11495E-03  0.18247E+01
    5.0140   1.2540  43.9327  0.14942E+01  0.15848E+01  0.81445E-04  0.15331E+01  0.15848E+01  0.81445E-04  0.15331E+01
    5.0140   1.2540  44.8746  0.12560E+01  0.13239E+01  0.58518E-04  0.12819E+01  0.13239E+01  0.58518E-04  0.12819E+01
    5.0140   1.2540  45.8011  0.10496E+01  0.11016E+01  0.42562E-04  0.10673E+01  0.11016E+01  0.42562E-04  0.10673E+01
    5.0140   1.1790  24.6950  0.31878E+02  0.42015E+02  0.16309E+00  0.37904E+02  0.42015E+02  0.16309E+00  0.37904E+02
    5.0140   1.1790  26.3543  0.24909E+02  0.32048E+02  0.86924E-01  0.29225E+02  0.32048E+02  0.86924E-01  0.29225E+02
    5.0140   1.1790  27.9217  0.19810E+02  0.24961E+02  0.48507E-01  0.22957E+02  0.24961E+02  0.48507E-01  0.22957E+02
    5.0140   1.1790  29.4121  0.15972E+02  0.19749E+02  0.27861E-01  0.18296E+02  0.19749E+02  0.27861E-01  0.18296E+02
    5.0140   1.1790  30.8367  0.13015E+02  0.15827E+02  0.16583E-01  0.14751E+02  0.15827E+02  0.16583E-01  0.14751E+02
    5.0140   1.1790  32.2042  0.10697E+02  0.12813E+02  0.10066E-01  0.12003E+02  0.12813E+02  0.10066E-01  0.12003E+02
    5.0140   1.1790  33.5218  0.88505E+01  0.10458E+02  0.62441E-02  0.98392E+01  0.10458E+02  0.62441E-02  0.98392E+01
    5.0140   1.1790  34.7951  0.73624E+01  0.85899E+01  0.39372E-02  0.81119E+01  0.85899E+01  0.39372E-02  0.81119E+01
    5.0140   1.1790  36.0290  0.61499E+01  0.70946E+01  0.25240E-02  0.67223E+01  0.70946E+01  0.25240E-02  0.67223E+01
    5.0140   1.1790  37.2273  0.51536E+01  0.58817E+01  0.16452E-02  0.55891E+01  0.58817E+01  0.16452E-02  0.55891E+01
    5.0140   1.1790  38.3935  0.43291E+01  0.48935E+01  0.10890E-02  0.46616E+01  0.48935E+01  0.10890E-02  0.46616E+01
    5.0140   1.1790  39.5306  0.36438E+01  0.40810E+01  0.73205E-03  0.38967E+01  0.40810E+01  0.73205E-03  0.38967E+01
    5.0140   1.1790  40.6408  0.30734E+01  0.34121E+01  0.49706E-03  0.32649E+01  0.34121E+01  0.49706E-03  0.32649E+01
    5.0140   1.1790  41.7266  0.26010E+01  0.28617E+01  0.34034E-03  0.27433E+01  0.28617E+01  0.34034E-03  0.27433E+01
    5.0140   1.1790  42.7898  0.21984E+01  0.23978E+01  0.23466E-03  0.23027E+01  0.23978E+01  0.23466E-03  0.23027E+01
    5.0140   1.1790  43.8321  0.18441E+01  0.19996E+01  0.16288E-03  0.19226E+01  0.19996E+01  0.16288E-03  0.19226E+01
    5.0140   1.1790  44.8549  0.15520E+01  0.16722E+01  0.11395E-03  0.16098E+01  0.16722E+01  0.11395E-03  0.16098E+01
    5.0140   1.1790  45.8598  0.13099E+01  0.14014E+01  0.80636E-04  0.13508E+01  0.14014E+01  0.80636E-04  0.13508E+01
    5.0140   1.1790  46.8478  0.11040E+01  0.11728E+01  0.57836E-04  0.11315E+01  0.11728E+01  0.57836E-04  0.11315E+01
    5.0140   1.1790  47.8201  0.92119E+00  0.97435E+00  0.42051E-04  0.94068E+00  0.97435E+00  0.42051E-04  0.94068E+00
    5.0140   1.1090  25.7105  0.28099E+02  0.37658E+02  0.16415E+00  0.33658E+02  0.37658E+02  0.16415E+00  0.33658E+02
    5.0140   1.1090  27.4406  0.21966E+02  0.28708E+02  0.87150E-01  0.25959E+02  0.28708E+02  0.87150E-01  0.25959E+02
    5.0140   1.1090  29.0753  0.17478E+02  0.22356E+02  0.48732E-01  0.20397E+02  0.22356E+02  0.48732E-01  0.20397E+02
    5.0140   1.1090  30.6302  0.14097E+02  0.17681E+02  0.27996E-01  0.16259E+02  0.17681E+02  0.27996E-01  0.16259E+02
    5.0140   1.1090  32.1168  0.11491E+02  0.14164E+02  0.16609E-01  0.13110E+02  0.14164E+02  0.16609E-01  0.13110E+02
    5.0140   1.1090  33.5444  0.94468E+01  0.11464E+02  0.10092E-01  0.10668E+02  0.11464E+02  0.10092E-01  0.10668E+02
    5.0140   1.1090  34.9202  0.78184E+01  0.93553E+01  0.62447E-02  0.87464E+01  0.93553E+01  0.62447E-02  0.87464E+01
    5.0140   1.1090  36.2502  0.65053E+01  0.76836E+01  0.39406E-02  0.72129E+01  0.76836E+01  0.39406E-02  0.72129E+01
    5.0140   1.1090  37.5394  0.54353E+01  0.63434E+01  0.25191E-02  0.59761E+01  0.63434E+01  0.25191E-02  0.59761E+01
    5.0140   1.1090  38.7919  0.45557E+01  0.52588E+01  0.16414E-02  0.49696E+01  0.52588E+01  0.16414E-02  0.49696E+01
    5.0140   1.1090  40.0112  0.38275E+01  0.43733E+01  0.10839E-02  0.41443E+01  0.43733E+01  0.10839E-02  0.41443E+01
    5.0140   1.1090  41.2004  0.32216E+01  0.36463E+01  0.72794E-03  0.34638E+01  0.36463E+01  0.72794E-03  0.34638E+01
    5.0140   1.1090  42.3620  0.27164E+01  0.30471E+01  0.49495E-03  0.29011E+01  0.30471E+01  0.49495E-03  0.29011E+01
    5.0140   1.1090  43.4983  0.22965E+01  0.25529E+01  0.33964E-03  0.24356E+01  0.25529E+01  0.33964E-03  0.24356E+01
    5.0140   1.1090  44.6113  0.19451E+01  0.21420E+01  0.23475E-03  0.20475E+01  0.21420E+01  0.23475E-03  0.20475E+01
    5.0140   1.1090  45.7029  0.16320E+01  0.17858E+01  0.16325E-03  0.17094E+01  0.17858E+01  0.16325E-03  0.17094E+01
    5.0140   1.1090  46.7745  0.13719E+01  0.14917E+01  0.11419E-03  0.14297E+01  0.14917E+01  0.11419E-03  0.14297E+01
    5.0140   1.1090  47.8276  0.11564E+01  0.12486E+01  0.80745E-04  0.11983E+01  0.12486E+01  0.80745E-04  0.11983E+01
    5.0140   1.1090  48.8635  0.97593E+00  0.10457E+01  0.57789E-04  0.10047E+01  0.10457E+01  0.57789E-04  0.10047E+01
    5.0140   1.1090  49.8832  0.81395E+00  0.86821E+00  0.41945E-04  0.83477E+00  0.86821E+00  0.41945E-04  0.83477E+00
    5.0140   1.0390  26.8194  0.24693E+02  0.33719E+02  0.16618E+00  0.29808E+02  0.33719E+02  0.16618E+00  0.29808E+02
    5.0140   1.0390  28.6271  0.19313E+02  0.25689E+02  0.88265E-01  0.23003E+02  0.25689E+02  0.88265E-01  0.23003E+02
    5.0140   1.0390  30.3358  0.15374E+02  0.19993E+02  0.49265E-01  0.18079E+02  0.19993E+02  0.49265E-01  0.18079E+02
    5.0140   1.0390  31.9615  0.12405E+02  0.15816E+02  0.28371E-01  0.14418E+02  0.15816E+02  0.28371E-01  0.14418E+02
    5.0140   1.0390  33.5164  0.10116E+02  0.12666E+02  0.16748E-01  0.11625E+02  0.12666E+02  0.16748E-01  0.11625E+02
    5.0140   1.0390  35.0101  0.83186E+01  0.10247E+02  0.10193E-01  0.94612E+01  0.10247E+02  0.10193E-01  0.94612E+01
    5.0140   1.0390  36.4501  0.68866E+01  0.83581E+01  0.63027E-02  0.77569E+01  0.83581E+01  0.63027E-02  0.77569E+01
    5.0140   1.0390  37.8427  0.57314E+01  0.68634E+01  0.39747E-02  0.63972E+01  0.68634E+01  0.39747E-02  0.63972E+01
    5.0140   1.0390  39.1930  0.47898E+01  0.56650E+01  0.25424E-02  0.53006E+01  0.56650E+01  0.25424E-02  0.53006E+01
    5.0140   1.0390  40.5053  0.40155E+01  0.46953E+01  0.16508E-02  0.44081E+01  0.46953E+01  0.16508E-02  0.44081E+01
    5.0140   1.0390  41.7834  0.33743E+01  0.39038E+01  0.10904E-02  0.36760E+01  0.39038E+01  0.10904E-02  0.36760E+01
    5.0140   1.0390  43.0303  0.28404E+01  0.32538E+01  0.72921E-03  0.30720E+01  0.32538E+01  0.72921E-03  0.30720E+01
    5.0140   1.0390  44.2488  0.23946E+01  0.27181E+01  0.49662E-03  0.25723E+01  0.27181E+01  0.49662E-03  0.25723E+01
    5.0140   1.0390  45.4413  0.20230E+01  0.22755E+01  0.34134E-03  0.21582E+01  0.22755E+01  0.34134E-03  0.21582E+01
    5.0140   1.0390  46.6098  0.17142E+01  0.19095E+01  0.23673E-03  0.18149E+01  0.19095E+01  0.23673E-03  0.18149E+01
    5.0140   1.0390  47.7562  0.14408E+01  0.15932E+01  0.16507E-03  0.15168E+01  0.15932E+01  0.16507E-03  0.15168E+01
    5.0140   1.0390  48.8821  0.12097E+01  0.13294E+01  0.11577E-03  0.12672E+01  0.13294E+01  0.11577E-03  0.12672E+01
    5.0140   1.0390  49.9890  0.10185E+01  0.11115E+01  0.81770E-04  0.10611E+01  0.11115E+01  0.81770E-04  0.10611E+01
    5.0140   1.0390  51.0783  0.85969E+00  0.93065E+00  0.58491E-04  0.88963E+00  0.93065E+00  0.58491E-04  0.88963E+00
    5.0140   1.0390  52.1511  0.71751E+00  0.77278E+00  0.42327E-04  0.73934E+00  0.77278E+00  0.42327E-04  0.73934E+00
    5.0140   0.9740  27.9474  0.21829E+02  0.30392E+02  0.16899E+00  0.26552E+02  0.30392E+02  0.16899E+00  0.26552E+02
    5.0140   0.9740  29.8345  0.17082E+02  0.23148E+02  0.90131E-01  0.20507E+02  0.23148E+02  0.90131E-01  0.20507E+02
    5.0140   0.9740  31.6189  0.13603E+02  0.18007E+02  0.50071E-01  0.16123E+02  0.18007E+02  0.50071E-01  0.16123E+02
    5.0140   0.9740  33.3172  0.10981E+02  0.14241E+02  0.28924E-01  0.12860E+02  0.14241E+02  0.28924E-01  0.12860E+02
    5.0140   0.9740  34.9421  0.89580E+01  0.11399E+02  0.17063E-01  0.10371E+02  0.11399E+02  0.17063E-01  0.10371E+02
    5.0140   0.9740  36.5037  0.73689E+01  0.92193E+01  0.10362E-01  0.84417E+01  0.92193E+01  0.10362E-01  0.84417E+01
    5.0140   0.9740  38.0096  0.61022E+01  0.75198E+01  0.64195E-02  0.69219E+01  0.75198E+01  0.64195E-02  0.69219E+01
    5.0140   0.9740  39.4666  0.50797E+01  0.61732E+01  0.40371E-02  0.57088E+01  0.61732E+01  0.40371E-02  0.57088E+01
    5.0140   0.9740  40.8799  0.42461E+01  0.50935E+01  0.25873E-02  0.47303E+01  0.50935E+01  0.25873E-02  0.47303E+01
    5.0140   0.9740  42.2540  0.35604E+01  0.42211E+01  0.16773E-02  0.39339E+01  0.42211E+01  0.16773E-02  0.39339E+01
    5.0140   0.9740  43.5927  0.29924E+01  0.35089E+01  0.11063E-02  0.32807E+01  0.35089E+01  0.11063E-02  0.32807E+01
    5.0140   0.9740  44.8993  0.25193E+01  0.29239E+01  0.73975E-03  0.27416E+01  0.29239E+01  0.73975E-03  0.27416E+01
    5.0140   0.9740  46.1767  0.21238E+01  0.24416E+01  0.50183E-03  0.22951E+01  0.24416E+01  0.50183E-03  0.22951E+01
    5.0140   0.9740  47.4274  0.17932E+01  0.20420E+01  0.34578E-03  0.19245E+01  0.20420E+01  0.34578E-03  0.19245E+01
    5.0140   0.9740  48.6534  0.15189E+01  0.17131E+01  0.24030E-03  0.16178E+01  0.17131E+01  0.24030E-03  0.16178E+01
    5.0140   0.9740  49.8568  0.12798E+01  0.14316E+01  0.16828E-03  0.13544E+01  0.14316E+01  0.16828E-03  0.13544E+01
    5.0140   0.9740  51.0392  0.10734E+01  0.11929E+01  0.11836E-03  0.11304E+01  0.11929E+01  0.11836E-03  0.11304E+01
    5.0140   0.9740  52.2022  0.90287E+00  0.99656E+00  0.83843E-04  0.94555E+00  0.99656E+00  0.83843E-04  0.94555E+00
    5.0140   0.9740  53.3471  0.76153E+00  0.83387E+00  0.59861E-04  0.79235E+00  0.83387E+00  0.59861E-04  0.79235E+00
    5.0140   0.9740  54.4753  0.63649E+00  0.69286E+00  0.43294E-04  0.65905E+00  0.69286E+00  0.43294E-04  0.65905E+00
    5.0140   0.9190  28.9886  0.19611E+02  0.27798E+02  0.17175E+00  0.24014E+02  0.27798E+02  0.17175E+00  0.24014E+02
    5.0140   0.9190  30.9494  0.15353E+02  0.21179E+02  0.92270E-01  0.18565E+02  0.21179E+02  0.92270E-01  0.18565E+02
    5.0140   0.9190  32.8040  0.12232E+02  0.16462E+02  0.51064E-01  0.14600E+02  0.16462E+02  0.51064E-01  0.14600E+02
    5.0140   0.9190  34.5699  0.98769E+01  0.13017E+02  0.29573E-01  0.11647E+02  0.13017E+02  0.29573E-01  0.11647E+02
    5.0140   0.9190  36.2600  0.80601E+01  0.10418E+02  0.17490E-01  0.93979E+01  0.10418E+02  0.17490E-01  0.93979E+01
    5.0140   0.9190  37.8848  0.66321E+01  0.84272E+01  0.10572E-01  0.76486E+01  0.84272E+01  0.10572E-01  0.76486E+01
    5.0140   0.9190  39.4523  0.54934E+01  0.68682E+01  0.65653E-02  0.62719E+01  0.68682E+01  0.65653E-02  0.62719E+01
    5.0140   0.9190  40.9694  0.45739E+01  0.56374E+01  0.41318E-02  0.51732E+01  0.56374E+01  0.41318E-02  0.51732E+01
    5.0140   0.9190  42.4415  0.38240E+01  0.46511E+01  0.26446E-02  0.42865E+01  0.46511E+01  0.26446E-02  0.42865E+01
    5.0140   0.9190  43.8734  0.32071E+01  0.38530E+01  0.17175E-02  0.35648E+01  0.38530E+01  0.17175E-02  0.35648E+01
    5.0140   0.9190  45.2690  0.26959E+01  0.32024E+01  0.11286E-02  0.29729E+01  0.32024E+01  0.11286E-02  0.29729E+01
    5.0140   0.9190  46.6317  0.22699E+01  0.26679E+01  0.75539E-03  0.24843E+01  0.26679E+01  0.75539E-03  0.24843E+01
    5.0140   0.9190  47.9645  0.19136E+01  0.22270E+01  0.51124E-03  0.20794E+01  0.22270E+01  0.51124E-03  0.20794E+01
    5.0140   0.9190  49.2698  0.16153E+01  0.18623E+01  0.35181E-03  0.17430E+01  0.18623E+01  0.35181E-03  0.17430E+01
    5.0140   0.9190  50.5500  0.13671E+01  0.15609E+01  0.24516E-03  0.14644E+01  0.15609E+01  0.24516E-03  0.14644E+01
    5.0140   0.9190  51.8071  0.11545E+01  0.13061E+01  0.17210E-03  0.12278E+01  0.13061E+01  0.17210E-03  0.12278E+01
    5.0140   0.9190  53.0429  0.96763E+00  0.10876E+01  0.12158E-03  0.10240E+01  0.10876E+01  0.12158E-03  0.10240E+01
    5.0140   0.9190  54.2589  0.81336E+00  0.90766E+00  0.86364E-04  0.85603E+00  0.90766E+00  0.86364E-04  0.85603E+00
    5.0140   0.9190  55.4567  0.68536E+00  0.75884E+00  0.61816E-04  0.71672E+00  0.75884E+00  0.61816E-04  0.71672E+00
    5.0140   0.9190  56.6374  0.57369E+00  0.63107E+00  0.44587E-04  0.59670E+00  0.63107E+00  0.44587E-04  0.59670E+00
    5.0140   0.8640  30.1229  0.17565E+02  0.25391E+02  0.17603E+00  0.21658E+02  0.25391E+02  0.17603E+00  0.21658E+02
    5.0140   0.8640  32.1643  0.13757E+02  0.19356E+02  0.94951E-01  0.16765E+02  0.19356E+02  0.94951E-01  0.16765E+02
    5.0140   0.8640  34.0961  0.10965E+02  0.15037E+02  0.52711E-01  0.13189E+02  0.15037E+02  0.52711E-01  0.13189E+02
    5.0140   0.8640  35.9360  0.88575E+01  0.11886E+02  0.30410E-01  0.10525E+02  0.11886E+02  0.30410E-01  0.10525E+02
    5.0140   0.8640  37.6978  0.72305E+01  0.95127E+01  0.18054E-01  0.84936E+01  0.95127E+01  0.18054E-01  0.84936E+01
    5.0140   0.8640  39.3921  0.59514E+01  0.76885E+01  0.10902E-01  0.69140E+01  0.76885E+01  0.10902E-01  0.69140E+01
    5.0140   0.8640  41.0275  0.49307E+01  0.62673E+01  0.67599E-02  0.56699E+01  0.62673E+01  0.67599E-02  0.56699E+01
    5.0140   0.8640  42.6109  0.41064E+01  0.51424E+01  0.42657E-02  0.46767E+01  0.51424E+01  0.42657E-02  0.46767E+01
    5.0140   0.8640  44.1480  0.34338E+01  0.42409E+01  0.27242E-02  0.38753E+01  0.42409E+01  0.27242E-02  0.38753E+01
    5.0140   0.8640  45.6438  0.28804E+01  0.35128E+01  0.17729E-02  0.32229E+01  0.35128E+01  0.17729E-02  0.32229E+01
    5.0140   0.8640  47.1024  0.24216E+01  0.29195E+01  0.11664E-02  0.26877E+01  0.29195E+01  0.11664E-02  0.26877E+01
    5.0140   0.8640  48.5272  0.20392E+01  0.24318E+01  0.77767E-03  0.22460E+01  0.24318E+01  0.77767E-03  0.22460E+01
    5.0140   0.8640  49.9214  0.17192E+01  0.20292E+01  0.52701E-03  0.18796E+01  0.20292E+01  0.52701E-03  0.18796E+01
    5.0140   0.8640  51.2875  0.14510E+01  0.16963E+01  0.36095E-03  0.15752E+01  0.16963E+01  0.36095E-03  0.15752E+01
    5.0140   0.8640  52.6281  0.12272E+01  0.14209E+01  0.25182E-03  0.13225E+01  0.14209E+01  0.25182E-03  0.13225E+01
    5.0140   0.8640  53.9451  0.10381E+01  0.11900E+01  0.17728E-03  0.11101E+01  0.11900E+01  0.17728E-03  0.11101E+01
    5.0140   0.8640  55.2404  0.86994E+00  0.99050E+00  0.12567E-03  0.92564E+00  0.99050E+00  0.12567E-03  0.92564E+00
    5.0140   0.8640  56.5157  0.73070E+00  0.82605E+00  0.89719E-04  0.77321E+00  0.82605E+00  0.89719E-04  0.77321E+00
    5.0140   0.8640  57.7725  0.61511E+00  0.68994E+00  0.64420E-04  0.64686E+00  0.68994E+00  0.64420E-04  0.64686E+00
    5.0140   0.8640  59.0122  0.51570E+00  0.57426E+00  0.46557E-04  0.53909E+00  0.57426E+00  0.46557E-04  0.53909E+00
    5.0140   0.7990  31.6055  0.15349E+02  0.22771E+02  0.18177E+00  0.19092E+02  0.22771E+02  0.18177E+00  0.19092E+02
    5.0140   0.7990  33.7531  0.12028E+02  0.17373E+02  0.98895E-01  0.14802E+02  0.17373E+02  0.98895E-01  0.14802E+02
    5.0140   0.7990  35.7864  0.95921E+01  0.13497E+02  0.55299E-01  0.11655E+02  0.13497E+02  0.55299E-01  0.11655E+02
    5.0140   0.7990  37.7242  0.77522E+01  0.10657E+02  0.31706E-01  0.93029E+01  0.10657E+02  0.31706E-01  0.93029E+01
    5.0140   0.7990  39.5806  0.63309E+01  0.85296E+01  0.18918E-01  0.75086E+01  0.85296E+01  0.18918E-01  0.75086E+01
    5.0140   0.7990  41.3670  0.52129E+01  0.68928E+01  0.11477E-01  0.61158E+01  0.68928E+01  0.11477E-01  0.61158E+01
    5.0140   0.7990  43.0923  0.43202E+01  0.56150E+01  0.70705E-02  0.50146E+01  0.56150E+01  0.70705E-02  0.50146E+01
    5.0140   0.7990  44.7637  0.35989E+01  0.46067E+01  0.44782E-02  0.41366E+01  0.46067E+01  0.44782E-02  0.41366E+01
    5.0140   0.7990  46.3873  0.30102E+01  0.37982E+01  0.28698E-02  0.34278E+01  0.37982E+01  0.28698E-02  0.34278E+01
    5.0140   0.7990  47.9682  0.25256E+01  0.31455E+01  0.18618E-02  0.28507E+01  0.31455E+01  0.18618E-02  0.28507E+01
    5.0140   0.7990  49.5107  0.21238E+01  0.26132E+01  0.12295E-02  0.23773E+01  0.26132E+01  0.12295E-02  0.23773E+01
    5.0140   0.7990  51.0185  0.17887E+01  0.21760E+01  0.81909E-03  0.19865E+01  0.21760E+01  0.81909E-03  0.19865E+01
    5.0140   0.7990  52.4949  0.15081E+01  0.18153E+01  0.55342E-03  0.16622E+01  0.18153E+01  0.55342E-03  0.16622E+01
    5.0140   0.7990  53.9427  0.12726E+01  0.15166E+01  0.37959E-03  0.13926E+01  0.15166E+01  0.37959E-03  0.13926E+01
    5.0140   0.7990  55.3642  0.10757E+01  0.12694E+01  0.26303E-03  0.11685E+01  0.12694E+01  0.26303E-03  0.11685E+01
